pfam_id,model,I,alpha,rates,alisim_model
PF08245,LG+I+R4,0.0102,,"(0.0343,0.0359) (0.1870,0.2455) (0.3034,0.6768) (0.4651,1.6073)","LG+I{0.0102}+R4{0.0343,0.0359,0.1870,0.2455,0.3034,0.6768,0.4651,1.6073}"
PF08246,LG+I+G4,0.0000,1.7865,,LG+I{0.0000}+G4{1.7865}
PF08264,LG+I+G4,0.0000,2.8159,,LG+I{0.0000}+G4{2.8159}
PF08265,LG+I+G4,0.0000,1.2391,,LG+I{0.0000}+G4{1.2391}
PF08267,LG+F+I+R4,0.0215,,"(0.1206,0.0780) (0.2326,0.3981) (0.3322,0.9415) (0.2931,1.9966)","LG+F+I{0.0215}+R4{0.1206,0.0780,0.2326,0.3981,0.3322,0.9415,0.2931,1.9966}"
PF08271,LG+I+G4,0.0743,1.7203,,LG+I{0.0743}+G4{1.7203}
PF08276,JTT+R3,,,"(0.1610,0.0921) (0.3875,0.7121) (0.4515,1.5708)","JTT+R3{0.1610,0.0921,0.3875,0.7121,0.4515,1.5708}"
PF08282,LG+F+I+R4,0.0114,,"(0.0571,0.0625) (0.1803,0.3136) (0.3991,0.7893) (0.3521,1.7746)","LG+F+I{0.0114}+R4{0.0571,0.0625,0.1803,0.3136,0.3991,0.7893,0.3521,1.7746}"
PF08292,LG+I+G4,0.0018,1.3268,,LG+I{0.0018}+G4{1.3268}
PF08294,LG+I+G4,0.0160,3.1476,,LG+I{0.0160}+G4{3.1476}
PF08295,LG+I+G4,0.0189,1.5289,,LG+I{0.0189}+G4{1.5289}
PF08302,LG+F+I+G4,0.0252,1.2782,,LG+F+I{0.0252}+G4{1.2782}
PF08312,LG+I+G4,0.0000,0.8557,,LG+I{0.0000}+G4{0.8557}
PF08320,LG+I+R4,0.0104,,"(0.1174,0.1100) (0.2439,0.4020) (0.3506,0.8769) (0.2777,2.0944)","LG+I{0.0104}+R4{0.1174,0.1100,0.2439,0.4020,0.3506,0.8769,0.2777,2.0944}"
PF08323,LG+F+I+R4,0.0000,,"(0.0804,0.0973) (0.2023,0.3628) (0.3046,0.8134) (0.4127,1.6259)","LG+F+I{0.0000}+R4{0.0804,0.0973,0.2023,0.3628,0.3046,0.8134,0.4127,1.6259}"
PF08325,LG+I+G4,0.0459,0.9918,,LG+I{0.0459}+G4{0.9918}
PF08351,LG+I+R4,0.0124,,"(0.0473,0.0989) (0.3577,0.4437) (0.3928,0.9762) (0.1899,2.3868)","LG+I{0.0124}+R4{0.0473,0.0989,0.3577,0.4437,0.3928,0.9762,0.1899,2.3868}"
PF08373,LG+F+I+G4,0.0000,2.9672,,LG+F+I{0.0000}+G4{2.9672}
PF08381,JTT+G4,,1.0848,,JTT+G4{1.0848}
PF08423,LG+I+G4,0.1311,1.3016,,LG+I{0.1311}+G4{1.3016}
PF08433,LG+I+G4,0.0180,1.4379,,LG+I{0.0180}+G4{1.4379}
PF08436,LG+I+R4,0.0561,,"(0.2173,0.0722) (0.2117,0.3560) (0.1649,1.0481) (0.3500,2.1030)","LG+I{0.0561}+R4{0.2173,0.0722,0.2117,0.3560,0.1649,1.0481,0.3500,2.1030}"
PF08442,LG+I+G4,0.0901,1.7378,,LG+I{0.0901}+G4{1.7378}
PF08446,LG+I+G4,0.0438,2.0429,,LG+I{0.0438}+G4{2.0429}
PF08448,LG+F+I+R3,0.0000,,"(0.0624,0.2096) (0.3636,0.6430) (0.5740,1.3120)","LG+F+I{0.0000}+R3{0.0624,0.2096,0.3636,0.6430,0.5740,1.3120}"
PF08458,JTT+I+G4,0.0154,2.0667,,JTT+I{0.0154}+G4{2.0667}
PF08472,JTT+I+G4,0.0205,4.3958,,JTT+I{0.0205}+G4{4.3958}
PF08477,LG+I+R4,0.0277,,"(0.1345,0.1475) (0.2393,0.5164) (0.2890,0.9745) (0.3095,1.8576)","LG+I{0.0277}+R4{0.1345,0.1475,0.2393,0.5164,0.2890,0.9745,0.3095,1.8576}"
PF08490,LG+I+R4,0.0142,,"(0.0905,0.1349) (0.2687,0.4726) (0.3567,0.9641) (0.2700,1.9149)","LG+I{0.0142}+R4{0.0905,0.1349,0.2687,0.4726,0.3567,0.9641,0.2700,1.9149}"
PF08492,LG+I+G4,0.0453,1.0760,,LG+I{0.0453}+G4{1.0760}
PF08501,LG+I+R3,0.0285,,"(0.1223,0.0778) (0.2838,0.4273) (0.5653,1.5375)","LG+I{0.0285}+R3{0.1223,0.0778,0.2838,0.4273,0.5653,1.5375}"
PF08502,LG+I+G4,0.0111,1.5302,,LG+I{0.0111}+G4{1.5302}
PF08511,LG+I+G4,0.0135,1.3090,,LG+I{0.0135}+G4{1.3090}
PF08512,LG+I+G4,0.0000,2.1401,,LG+I{0.0000}+G4{2.1401}
PF08513,LG+I+G4,0.0000,2.0276,,LG+I{0.0000}+G4{2.0276}
PF08519,LG+I+G4,0.0000,1.3121,,LG+I{0.0000}+G4{1.3121}
PF08524,LG+F+I+G4,0.0411,1.1452,,LG+F+I{0.0411}+G4{1.1452}
PF08534,LG+I+R4,0.0000,,"(0.0176,0.1068) (0.2841,0.4827) (0.3960,0.9145) (0.3023,1.6503)","LG+I{0.0000}+R4{0.0176,0.1068,0.2841,0.4827,0.3960,0.9145,0.3023,1.6503}"
PF08536,LG+I+G4,0.0445,3.1898,,LG+I{0.0445}+G4{3.1898}
PF08538,LG+I+G4,0.0783,1.6396,,LG+I{0.0783}+G4{1.6396}
PF08540,LG+I+G4,0.0946,2.5436,,LG+I{0.0946}+G4{2.5436}
PF08541,LG+I+G4,0.0000,1.4508,,LG+I{0.0000}+G4{1.4508}
PF08542,LG+I+R4,0.0000,,"(0.0670,0.1735) (0.3872,0.5241) (0.2858,1.0433) (0.2600,1.8742)","LG+I{0.0000}+R4{0.0670,0.1735,0.3872,0.5241,0.2858,1.0433,0.2600,1.8742}"
PF08544,LG+I+R4,0.0000,,"(0.0570,0.1635) (0.2461,0.4982) (0.3250,0.8682) (0.3719,1.5755)","LG+I{0.0000}+R4{0.0570,0.1635,0.2461,0.4982,0.3250,0.8682,0.3719,1.5755}"
PF08545,LG+I+R4,0.0000,,"(0.1344,0.1601) (0.3960,0.5639) (0.2954,1.2550) (0.1742,2.2066)","LG+I{0.0000}+R4{0.1344,0.1601,0.3960,0.5639,0.2954,1.2550,0.1742,2.2066}"
PF08551,LG+F+I+G4,0.0256,2.3025,,LG+F+I{0.0256}+G4{2.3025}
PF08557,LG+I+G4,0.0522,1.8239,,LG+I{0.0522}+G4{1.8239}
PF08572,LG+I+R4,0.0033,,"(0.0701,0.0392) (0.1569,0.2633) (0.3265,0.7056) (0.4432,1.6371)","LG+I{0.0033}+R4{0.0701,0.0392,0.1569,0.2633,0.3265,0.7056,0.4432,1.6371}"
PF08573,LG+I+R4,0.0019,,"(0.1044,0.0815) (0.2394,0.4009) (0.3725,0.9468) (0.2818,1.9264)","LG+I{0.0019}+R4{0.1044,0.0815,0.2394,0.4009,0.3725,0.9468,0.2818,1.9264}"
PF08585,LG+I+R4,0.0124,,"(0.0375,0.0871) (0.1964,0.3687) (0.3391,0.7706) (0.4145,1.5993)","LG+I{0.0124}+R4{0.0375,0.0871,0.1964,0.3687,0.3391,0.7706,0.4145,1.5993}"
PF08590,LG+F+I+R4,0.0000,,"(0.1771,0.1646) (0.2699,0.5629) (0.3501,1.1766) (0.2029,2.0061)","LG+F+I{0.0000}+R4{0.1771,0.1646,0.2699,0.5629,0.3501,1.1766,0.2029,2.0061}"
PF08600,JTT+G4,,1.5059,,JTT+G4{1.5059}
PF08606,LG+I+G4,0.0000,1.2621,,LG+I{0.0000}+G4{1.2621}
PF08617,LG+I+R4,0.0000,,"(0.1254,0.1709) (0.2869,0.4512) (0.2606,0.9274) (0.3271,1.8572)","LG+I{0.0000}+R4{0.1254,0.1709,0.2869,0.4512,0.2606,0.9274,0.3271,1.8572}"
PF08625,LG+I+G4,0.0000,0.8357,,LG+I{0.0000}+G4{0.8357}
PF08644,LG+I+G4,0.0119,1.6179,,LG+I{0.0119}+G4{1.6179}
PF08661,LG+I+R2,0.0086,,"(0.2928,0.4548) (0.6985,1.2409)","LG+I{0.0086}+R2{0.2928,0.4548,0.6985,1.2409}"
PF08669,LG+F+I+G4,0.0000,1.9376,,LG+F+I{0.0000}+G4{1.9376}
PF08670,LG+F+I+G4,0.0008,1.1174,,LG+F+I{0.0008}+G4{1.1174}
PF08672,LG+I+G4,0.0000,1.5564,,LG+I{0.0000}+G4{1.5564}
PF08676,LG+I+G4,0.0000,1.4135,,LG+I{0.0000}+G4{1.4135}
PF08694,LG+I+G4,0.1031,0.9624,,LG+I{0.1031}+G4{0.9624}
PF08699,LG+I+R4,0.0114,,"(0.0677,0.0752) (0.4088,0.3738) (0.1752,0.9112) (0.3369,2.0255)","LG+I{0.0114}+R4{0.0677,0.0752,0.4088,0.3738,0.1752,0.9112,0.3369,2.0255}"
PF08711,LG+I+G4,0.0000,2.1662,,LG+I{0.0000}+G4{2.1662}
PF08712,LG+I+G4,0.0000,1.5528,,LG+I{0.0000}+G4{1.5528}
PF08718,LG+I+R4,0.0048,,"(0.0719,0.1145) (0.2610,0.4020) (0.2827,0.8989) (0.3796,1.6668)","LG+I{0.0048}+R4{0.0719,0.1145,0.2610,0.4020,0.2827,0.8989,0.3796,1.6668}"
PF08719,LG+I+R4,0.0142,,"(0.0989,0.0699) (0.1863,0.3371) (0.2318,0.8510) (0.4688,1.5637)","LG+I{0.0142}+R4{0.0989,0.0699,0.1863,0.3371,0.2318,0.8510,0.4688,1.5637}"
PF08729,LG+I+G4,0.0708,1.8651,,LG+I{0.0708}+G4{1.8651}
PF08743,LG+I+G4,0.0000,1.0228,,LG+I{0.0000}+G4{1.0228}
PF08746,LG+I+R4,0.0939,,"(0.0453,0.0781) (0.0585,0.3416) (0.3204,0.7496) (0.4819,1.5280)","LG+I{0.0939}+R4{0.0453,0.0781,0.0585,0.3416,0.3204,0.7496,0.4819,1.5280}"
PF08752,LG+I+R4,0.0000,,"(0.1865,0.1638) (0.2767,0.6001) (0.3188,1.1248) (0.2181,2.0401)","LG+I{0.0000}+R4{0.1865,0.1638,0.2767,0.6001,0.3188,1.1248,0.2181,2.0401}"
PF08755,LG+I+G4,0.0159,1.7151,,LG+I{0.0159}+G4{1.7151}
PF08766,LG+I+G4,0.0000,2.0771,,LG+I{0.0000}+G4{2.0771}
PF08768,LG+F+I+R4,0.0000,,"(0.0439,0.1092) (0.1987,0.4037) (0.4140,0.8348) (0.3434,1.6581)","LG+F+I{0.0000}+R4{0.0439,0.1092,0.1987,0.4037,0.4140,0.8348,0.3434,1.6581}"
PF08771,LG+I+G4,0.0078,1.0635,,LG+I{0.0078}+G4{1.0635}
PF08772,LG+I+G4,0.0455,2.1083,,LG+I{0.0455}+G4{2.1083}
PF08774,LG+I+G4,0.0209,1.3945,,LG+I{0.0209}+G4{1.3945}
PF08777,LG+I+G4,0.0020,2.9421,,LG+I{0.0020}+G4{2.9421}
PF08781,LG+I+G4,0.0289,1.3001,,LG+I{0.0289}+G4{1.3001}
PF08783,LG+I+G4,0.0000,1.7378,,LG+I{0.0000}+G4{1.7378}
PF08784,LG+F+I+G4,0.0311,2.0005,,LG+F+I{0.0311}+G4{2.0005}
PF08785,LG+I+R4,0.0000,,"(0.1443,0.2073) (0.2807,0.5810) (0.2425,1.1128) (0.3325,1.6155)","LG+I{0.0000}+R4{0.1443,0.2073,0.2807,0.5810,0.2425,1.1128,0.3325,1.6155}"
PF08787,LG+F+I+R4,0.0040,,"(0.0217,0.0509) (0.1701,0.3057) (0.3513,0.7230) (0.4529,1.5300)","LG+F+I{0.0040}+R4{0.0217,0.0509,0.1701,0.3057,0.3513,0.7230,0.4529,1.5300}"
PF08790,LG+I+G4,0.1619,0.6926,,LG+I{0.1619}+G4{0.6926}
PF08797,LG+I+G4,0.0060,1.8165,,LG+I{0.0060}+G4{1.8165}
PF08799,LG+I+G4,0.1028,1.3095,,LG+I{0.1028}+G4{1.3095}
PF08806,LG+I+G4,0.0000,3.2591,,LG+I{0.0000}+G4{3.2591}
PF08825,LG+I+G4,0.0092,1.5891,,LG+I{0.0092}+G4{1.5891}
PF08839,LG+I+R4,0.0000,,"(0.0860,0.0697) (0.2202,0.3767) (0.3974,0.8669) (0.2964,1.9115)","LG+I{0.0000}+R4{0.0860,0.0697,0.2202,0.3767,0.3974,0.8669,0.2964,1.9115}"
PF08847,LG+I+G4,0.0276,1.0081,,LG+I{0.0276}+G4{1.0081}
PF08879,LG+I+G4,0.1312,1.7153,,LG+I{0.1312}+G4{1.7153}
PF08880,LG+F+I+G4,0.0567,2.0885,,LG+F+I{0.0567}+G4{2.0885}
PF08911,JTT+F+R4,,,"(0.0466,0.0108) (0.0917,0.2346) (0.2312,0.5672) (0.6305,1.3432)","JTT+F+R4{0.0466,0.0108,0.0917,0.2346,0.2312,0.5672,0.6305,1.3432}"
PF08920,LG+F+I+G4,0.0193,1.2005,,LG+F+I{0.0193}+G4{1.2005}
PF08934,JTT+G4,,0.8062,,JTT+G4{0.8062}
PF08969,LG+I+G4,0.0122,2.1107,,LG+I{0.0122}+G4{2.1107}
PF08991,LG+I+G4,0.0485,1.2221,,LG+I{0.0485}+G4{1.2221}
PF08996,LG+I+R4,0.0000,,"(0.0453,0.0267) (0.2480,0.2809) (0.3839,0.8062) (0.3228,1.9193)","LG+I{0.0000}+R4{0.0453,0.0267,0.2480,0.2809,0.3839,0.8062,0.3228,1.9193}"
PF09032,LG+I+G4,0.0021,1.8817,,LG+I{0.0021}+G4{1.8817}
PF09066,LG+I+R4,0.0000,,"(0.0952,0.2241) (0.1691,0.5389) (0.3721,0.9312) (0.3635,1.4882)","LG+I{0.0000}+R4{0.0952,0.2241,0.1691,0.5389,0.3721,0.9312,0.3635,1.4882}"
PF09070,LG+I+G4,0.0280,1.3385,,LG+I{0.0280}+G4{1.3385}
PF09079,LG+I+G4,0.0000,2.9899,,LG+I{0.0000}+G4{2.9899}
PF09103,LG+I+R4,0.0187,,"(0.0665,0.0714) (0.1920,0.2730) (0.3220,0.6574) (0.4007,1.8247)","LG+I{0.0187}+R4{0.0665,0.0714,0.1920,0.2730,0.3220,0.6574,0.4007,1.8247}"
PF09110,LG+I+R4,0.0000,,"(0.1398,0.1382) (0.1430,0.3840) (0.3672,0.9192) (0.3500,1.6805)","LG+I{0.0000}+R4{0.1398,0.1382,0.1430,0.3840,0.3672,0.9192,0.3500,1.6805}"
PF09111,LG+I+G4,0.0081,1.9763,,LG+I{0.0081}+G4{1.9763}
PF09117,JTT+R2,,,"(0.1763,0.1652) (0.8237,1.1786)","JTT+R2{0.1763,0.1652,0.8237,1.1786}"
PF09118,LG+I+R4,0.0056,,"(0.0611,0.0907) (0.1997,0.3458) (0.2424,0.7348) (0.4911,1.5215)","LG+I{0.0056}+R4{0.0611,0.0907,0.1997,0.3458,0.2424,0.7348,0.4911,1.5215}"
PF09133,LG+I+R3,0.0000,,"(0.1459,0.0501) (0.3303,0.5513) (0.5238,1.5475)","LG+I{0.0000}+R3{0.1459,0.0501,0.3303,0.5513,0.5238,1.5475}"
PF09138,LG+I+G4,0.0928,1.3264,,LG+I{0.0928}+G4{1.3264}
PF09169,JTT+G4,,0.8519,,JTT+G4{0.8519}
PF09173,LG+I+G4,0.0000,1.2620,,LG+I{0.0000}+G4{1.2620}
PF09177,LG+I+G4,0.0000,2.0439,,LG+I{0.0000}+G4{2.0439}
PF09180,LG+I+R4,0.0000,,"(0.1897,0.1575) (0.2298,0.4791) (0.3299,1.0725) (0.2505,2.0206)","LG+I{0.0000}+R4{0.1897,0.1575,0.2298,0.4791,0.3299,1.0725,0.2505,2.0206}"
PF09187,JTT+G4,,1.0294,,JTT+G4{1.0294}
PF09192,LG+F+I+G4,0.0097,3.4572,,LG+F+I{0.0097}+G4{3.4572}
PF09202,LG+I+G4,0.0656,2.4546,,LG+I{0.0656}+G4{2.4546}
PF09229,LG+F+I+R4,0.0000,,"(0.1253,0.1425) (0.2309,0.4643) (0.2893,0.9333) (0.3545,1.7064)","LG+F+I{0.0000}+R4{0.1253,0.1425,0.2309,0.4643,0.2893,0.9333,0.3545,1.7064}"
PF09239,LG+I+G4,0.0417,1.7459,,LG+I{0.0417}+G4{1.7459}
PF09247,LG+I+G4,0.0399,1.2696,,LG+I{0.0399}+G4{1.2696}
PF09258,LG+I+G4,0.0092,1.6342,,LG+I{0.0092}+G4{1.6342}
PF09261,LG+I+G4,0.0085,1.0097,,LG+I{0.0085}+G4{1.0097}
PF09262,LG+I+G4,0.0000,1.0688,,LG+I{0.0000}+G4{1.0688}
PF09265,JTT+R4,,,"(0.1632,0.0529) (0.2740,0.4893) (0.3446,1.1450) (0.2181,2.1212)","JTT+R4{0.1632,0.0529,0.2740,0.4893,0.3446,1.1450,0.2181,2.1212}"
PF09269,LG+I+G4,0.0000,1.4780,,LG+I{0.0000}+G4{1.4780}
PF09273,LG+I+R4,0.0000,,"(0.0988,0.1867) (0.2248,0.5101) (0.3825,1.0006) (0.2939,1.6475)","LG+I{0.0000}+R4{0.0988,0.1867,0.2248,0.5101,0.3825,1.0006,0.2939,1.6475}"
PF09280,LG+F+I+G4,0.0000,2.7772,,LG+F+I{0.0000}+G4{2.7772}
PF09282,LG+I+G4,0.1820,4.0490,,LG+I{0.1820}+G4{4.0490}
PF09285,LG+F+I+G4,0.0000,1.5376,,LG+F+I{0.0000}+G4{1.5376}
PF09296,LG+F+I+R3,0.0048,,"(0.0727,0.1807) (0.4811,0.6082) (0.4414,1.5729)","LG+F+I{0.0048}+R3{0.0727,0.1807,0.4811,0.6082,0.4414,1.5729}"
PF09297,LG+I+R3,0.0000,,"(0.1407,0.0822) (0.2766,0.5389) (0.5826,1.4406)","LG+I{0.0000}+R3{0.1407,0.0822,0.2766,0.5389,0.5826,1.4406}"
PF09298,LG+I+R4,0.0137,,"(0.1115,0.1163) (0.1992,0.3608) (0.2936,0.8577) (0.3819,1.7367)","LG+I{0.0137}+R4{0.1115,0.1163,0.1992,0.3608,0.2936,0.8577,0.3819,1.7367}"
PF09324,LG+I+G4,0.0000,1.1893,,LG+I{0.0000}+G4{1.1893}
PF09325,LG+I+G4,0.0025,3.4076,,LG+I{0.0025}+G4{3.4076}
PF09329,LG+I+G4,0.0832,1.4242,,LG+I{0.0832}+G4{1.4242}
PF09335,LG+F+I+G4,0.0000,4.3982,,LG+F+I{0.0000}+G4{4.3982}
PF09336,LG+I+G4,0.0123,1.1576,,LG+I{0.0123}+G4{1.1576}
PF09348,LG+F+I+R4,0.0074,,"(0.0939,0.1054) (0.2737,0.4564) (0.3711,1.0908) (0.2540,1.8131)","LG+F+I{0.0074}+R4{0.0939,0.1054,0.2737,0.4564,0.3711,1.0908,0.2540,1.8131}"
PF09349,LG+F+I+R4,0.0138,,"(0.1107,0.1442) (0.2673,0.4763) (0.2918,1.0032) (0.3164,1.7826)","LG+F+I{0.0138}+R4{0.1107,0.1442,0.2673,0.4763,0.2918,1.0032,0.3164,1.7826}"
PF09353,LG+F+I+R4,0.0000,,"(0.0418,0.1827) (0.2569,0.5228) (0.4325,0.8983) (0.2688,1.7472)","LG+F+I{0.0000}+R4{0.0418,0.1827,0.2569,0.5228,0.4325,0.8983,0.2688,1.7472}"
PF09358,LG+I+G4,0.0083,2.3418,,LG+I{0.0083}+G4{2.3418}
PF09360,LG+I+G4,0.0384,0.6765,,LG+I{0.0384}+G4{0.6765}
PF09368,LG+I+G4,0.0110,1.2013,,LG+I{0.0110}+G4{1.2013}
PF09369,LG+I+R4,0.0183,,"(0.0588,0.1333) (0.2697,0.4260) (0.2840,0.9295) (0.3692,1.6610)","LG+I{0.0183}+R4{0.0588,0.1333,0.2697,0.4260,0.2840,0.9295,0.3692,1.6610}"
PF09370,LG+I+G4,0.0475,1.0046,,LG+I{0.0475}+G4{1.0046}
PF09377,LG+I+R4,0.0000,,"(0.1537,0.1031) (0.1596,0.2183) (0.2694,0.4475) (0.4174,1.9856)","LG+I{0.0000}+R4{0.1537,0.1031,0.1596,0.2183,0.2694,0.4475,0.4174,1.9856}"
PF09382,LG+I+G4,0.0000,2.0554,,LG+I{0.0000}+G4{2.0554}
PF09402,LG+I+R4,0.0122,,"(0.0707,0.1179) (0.1732,0.3761) (0.4299,0.8538) (0.3140,1.7816)","LG+I{0.0122}+R4{0.0707,0.1179,0.1732,0.3761,0.4299,0.8538,0.3140,1.7816}"
PF09405,JTT+I+G4,0.0515,6.0354,,JTT+I{0.0515}+G4{6.0354}
PF09409,LG+I+G4,0.0099,1.8084,,LG+I{0.0099}+G4{1.8084}
PF09415,LG+I+G4,0.0096,1.4661,,LG+I{0.0096}+G4{1.4661}
PF09416,LG+I+G4,0.0072,1.0564,,LG+I{0.0072}+G4{1.0564}
PF09423,LG+F+I+R4,0.0263,,"(0.0824,0.1376) (0.2735,0.4409) (0.3214,0.9626) (0.2963,1.8854)","LG+F+I{0.0263}+R4{0.0824,0.1376,0.2735,0.4409,0.3214,0.9626,0.2963,1.8854}"
PF09430,LG+I+G4,0.0085,2.4894,,LG+I{0.0085}+G4{2.4894}
PF09439,LG+I+G4,0.0469,1.5743,,LG+I{0.0469}+G4{1.5743}
PF09440,LG+I+R4,0.0000,,"(0.0914,0.1130) (0.2737,0.4356) (0.4271,1.0532) (0.2078,2.0239)","LG+I{0.0000}+R4{0.0914,0.1130,0.2737,0.4356,0.4271,1.0532,0.2078,2.0239}"
PF09446,LG+F+I+G4,0.0004,1.2364,,LG+F+I{0.0004}+G4{1.2364}
PF09454,LG+I+G4,0.0000,2.3007,,LG+I{0.0000}+G4{2.3007}
PF09459,LG+F+I+R2,0.0029,,"(0.3379,0.4096) (0.6592,1.3070)","LG+F+I{0.0029}+R2{0.3379,0.4096,0.6592,1.3070}"
PF09465,JTT+G4,,0.3828,,JTT+G4{0.3828}
PF09478,LG+I+G4,0.0143,2.2012,,LG+I{0.0143}+G4{2.2012}
PF09497,LG+I+G4,0.0063,1.7045,,LG+I{0.0063}+G4{1.7045}
PF09532,JTT+R2,,,"(0.1254,0.1188) (0.8746,1.1263)","JTT+R2{0.1254,0.1188,0.8746,1.1263}"
PF09588,LG+I+G4,0.0119,1.2842,,LG+I{0.0119}+G4{1.2842}
PF09597,LG+I+G4,0.0000,1.4806,,LG+I{0.0000}+G4{1.4806}
PF09649,LG+I+G4,0.0023,1.1167,,LG+I{0.0023}+G4{1.1167}
PF09668,LG+I+G4,0.0986,1.6312,,LG+I{0.0986}+G4{1.6312}
PF09713,LG+I+G4,0.0114,1.4064,,LG+I{0.0114}+G4{1.4064}
PF09732,LG+I+G4,0.0028,0.8655,,LG+I{0.0028}+G4{0.8655}
PF09750,LG+I+G4,0.0263,1.3253,,LG+I{0.0263}+G4{1.3253}
PF09793,LG+I+G4,0.0086,2.0261,,LG+I{0.0086}+G4{2.0261}
PF09814,LG+F+I+R4,0.0111,,"(0.0646,0.1144) (0.2333,0.3883) (0.3304,0.9168) (0.3607,1.6611)","LG+F+I{0.0111}+R4{0.0646,0.1144,0.2333,0.3883,0.3304,0.9168,0.3607,1.6611}"
PF09816,LG+F+I+G4,0.0000,1.7267,,LG+F+I{0.0000}+G4{1.7267}
PF10159,LG+I+G4,0.0796,0.9231,,LG+I{0.0796}+G4{0.9231}
PF10184,LG+I+G4,0.0325,2.6978,,LG+I{0.0325}+G4{2.6978}
PF10187,LG+I+G4,0.0000,1.8355,,LG+I{0.0000}+G4{1.8355}
PF10197,LG+I+G4,0.0000,1.2693,,LG+I{0.0000}+G4{1.2693}
PF10241,LG+F+I+R4,0.0000,,"(0.0567,0.1330) (0.3578,0.5337) (0.3769,1.0273) (0.2087,1.9857)","LG+F+I{0.0000}+R4{0.0567,0.1330,0.3578,0.5337,0.3769,1.0273,0.2087,1.9857}"
PF10252,LG+I+G4,0.0063,0.7604,,LG+I{0.0063}+G4{0.7604}
PF10258,LG+I+R3,0.0000,,"(0.1563,0.1235) (0.3262,0.5588) (0.5175,1.5429)","LG+I{0.0000}+R3{0.1563,0.1235,0.3262,0.5588,0.5175,1.5429}"
PF10260,LG+I+G4,0.0419,1.5776,,LG+I{0.0419}+G4{1.5776}
PF10263,LG+I+G4,0.0189,1.0152,,LG+I{0.0189}+G4{1.0152}
PF10276,LG+I+G4,0.0924,1.6049,,LG+I{0.0924}+G4{1.6049}
PF10291,LG+F+I+G4,0.0074,2.2613,,LG+F+I{0.0074}+G4{2.2613}
PF10354,LG+I+R4,0.0026,,"(0.1404,0.1160) (0.2091,0.3362) (0.2946,0.8594) (0.3532,1.8690)","LG+I{0.0026}+R4{0.1404,0.1160,0.2091,0.3362,0.2946,0.8594,0.3532,1.8690}"
PF10357,LG+I+R4,0.0241,,"(0.0890,0.0739) (0.2292,0.4227) (0.4343,1.0635) (0.2235,1.9448)","LG+I{0.0241}+R4{0.0890,0.0739,0.2292,0.4227,0.4343,1.0635,0.2235,1.9448}"
PF10358,LG+F+I+G4,0.0000,3.4249,,LG+F+I{0.0000}+G4{3.4249}
PF10367,LG+I+G4,0.0805,1.7183,,LG+I{0.0805}+G4{1.7183}
PF10369,LG+I+G4,0.0000,1.6805,,LG+I{0.0000}+G4{1.6805}
PF10382,LG+I+G4,0.0202,1.6800,,LG+I{0.0202}+G4{1.6800}
PF10391,LG+I+G4,0.0000,1.6744,,LG+I{0.0000}+G4{1.6744}
PF10394,LG+I+R4,0.0034,,"(0.0592,0.1312) (0.1705,0.3809) (0.2584,0.7702) (0.5085,1.4322)","LG+I{0.0034}+R4{0.0592,0.1312,0.1705,0.3809,0.2584,0.7702,0.5085,1.4322}"
PF10403,LG+I+G4,0.0000,1.4801,,LG+I{0.0000}+G4{1.4801}
PF10404,LG+I+R4,0.0079,,"(0.0614,0.0814) (0.1923,0.3675) (0.2218,0.7926) (0.5165,1.4491)","LG+I{0.0079}+R4{0.0614,0.0814,0.1923,0.3675,0.2218,0.7926,0.5165,1.4491}"
PF10405,LG+I+R4,0.0000,,"(0.1412,0.1668) (0.2478,0.4944) (0.2922,1.0193) (0.3188,1.7445)","LG+I{0.0000}+R4{0.1412,0.1668,0.2478,0.4944,0.2922,1.0193,0.3188,1.7445}"
PF10406,LG+I+G4,0.0172,1.7138,,LG+I{0.0172}+G4{1.7138}
PF10409,LG+F+I+G4,0.0043,1.7108,,LG+F+I{0.0043}+G4{1.7108}
PF10415,LG+I+R4,0.0186,,"(0.1733,0.1567) (0.3190,0.5270) (0.3128,1.3152) (0.1762,2.2317)","LG+I{0.0186}+R4{0.1733,0.1567,0.3190,0.5270,0.3128,1.3152,0.1762,2.2317}"
PF10417,LG+I+G4,0.0372,2.7200,,LG+I{0.0372}+G4{2.7200}
PF10419,LG+F+I+R4,0.0072,,"(0.1051,0.1467) (0.1443,0.2952) (0.2674,0.6403) (0.4760,1.6192)","LG+F+I{0.0072}+R4{0.1051,0.1467,0.1443,0.2952,0.2674,0.6403,0.4760,1.6192}"
PF10431,LG+I+G4,0.0218,1.2851,,LG+I{0.0218}+G4{1.2851}
PF10440,LG+I+R2,0.0296,,"(0.2962,0.2999) (0.6742,1.3515)","LG+I{0.0296}+R2{0.2962,0.2999,0.6742,1.3515}"
PF10447,LG+I+G4,0.0308,1.8117,,LG+I{0.0308}+G4{1.8117}
PF10458,LG+F+I+R2,0.0005,,"(0.3441,0.2741) (0.6555,1.3818)","LG+F+I{0.0005}+R2{0.3441,0.2741,0.6555,1.3818}"
PF10469,LG+I+R4,0.0000,,"(0.0374,0.0502) (0.1419,0.2803) (0.4285,0.7646) (0.3922,1.6081)","LG+I{0.0000}+R4{0.0374,0.0502,0.1419,0.2803,0.4285,0.7646,0.3922,1.6081}"
PF10496,JTT+F+G4,,1.6805,,JTT+F+G4{1.6805}
