pfam_id,model,I,alpha,rates,alisim_model
PF10606,JTT+G4,,0.9587,,JTT+G4{0.9587}
PF10607,LG+F+I+R4,0.0000,,"(0.1916,0.1256) (0.2091,0.2684) (0.2904,0.5154) (0.3089,2.4930)","LG+F+I{0.0000}+R4{0.1916,0.1256,0.2091,0.2684,0.2904,0.5154,0.3089,2.4930}"
PF10608,JTT+G4,,1.0188,,JTT+G4{1.0188}
PF10613,LG+I+G4,0.0271,1.5551,,LG+I{0.0271}+G4{1.5551}
PF10637,LG+I+R3,0.0099,,"(0.1587,0.1383) (0.4837,0.6100) (0.3477,1.9640)","LG+I{0.0099}+R3{0.1587,0.1383,0.4837,0.6100,0.3477,1.9640}"
PF10644,LG+I+G4,0.0265,1.2892,,LG+I{0.0265}+G4{1.2892}
PF10650,LG+I+G4,0.1722,1.0862,,LG+I{0.1722}+G4{1.0862}
PF10660,LG+I,0.0773,,,LG+I{0.0773}
PF10744,LG+F+I+R4,0.0012,,"(0.1060,0.1593) (0.3075,0.4523) (0.3920,0.9893) (0.1933,2.3600)","LG+F+I{0.0012}+R4{0.1060,0.1593,0.3075,0.4523,0.3920,0.9893,0.1933,2.3600}"
PF10996,LG+I+R4,0.0000,,"(0.1579,0.2070) (0.2195,0.4717) (0.2486,0.9568) (0.3740,1.6736)","LG+I{0.0000}+R4{0.1579,0.2070,0.2195,0.4717,0.2486,0.9568,0.3740,1.6736}"
PF11261,JTT+R2,,,"(0.8854,0.3828) (0.1146,5.7702)","JTT+R2{0.8854,0.3828,0.1146,5.7702}"
PF11315,LG+I+G4,0.0273,1.8191,,LG+I{0.0273}+G4{1.8191}
PF11464,LG+I+G4,0.0476,1.5790,,LG+I{0.0476}+G4{1.5790}
PF11465,JTT+G4,,1.2496,,JTT+G4{1.2496}
PF11467,LG+I+G4,0.0000,1.9522,,LG+I{0.0000}+G4{1.9522}
PF11526,JTT+I+G4,0.0229,1.7862,,JTT+I{0.0229}+G4{1.7862}
PF11547,LG+I,0.6041,,,LG+I{0.6041}
PF11597,JTT+F+I+R4,0.0020,,"(0.0429,0.1517) (0.3390,0.4439) (0.3417,0.9854) (0.2744,1.8450)","JTT+F+I{0.0020}+R4{0.0429,0.1517,0.3390,0.4439,0.3417,0.9854,0.2744,1.8450}"
PF11601,JTT+G4,,2.8380,,JTT+G4{2.8380}
PF11605,LG+I+G4,0.0097,2.1387,,LG+I{0.0097}+G4{2.1387}
PF11608,,,,,
PF11618,LG+I+G4,0.0058,2.4094,,LG+I{0.0058}+G4{2.4094}
PF11627,JTT+F+I+G4,0.0636,998.0167,,JTT+F+I{0.0636}+G4{998.0167}
PF11640,LG+F+I+R4,0.0000,,"(0.0469,0.1590) (0.2283,0.4990) (0.4822,0.9205) (0.2426,1.7923)","LG+F+I{0.0000}+R4{0.0469,0.1590,0.2283,0.4990,0.4822,0.9205,0.2426,1.7923}"
PF11648,LG+I+G4,0.0465,2.1773,,LG+I{0.0465}+G4{2.1773}
PF11699,LG+I+G4,0.0500,2.3202,,LG+I{0.0500}+G4{2.3202}
PF11708,LG+I+R4,0.0168,,"(0.1288,0.0989) (0.2399,0.4168) (0.3292,0.9934) (0.2852,1.9639)","LG+I{0.0168}+R4{0.1288,0.0989,0.2399,0.4168,0.3292,0.9934,0.2852,1.9639}"
PF11718,LG+F+I+R4,0.0043,,"(0.2338,0.0897) (0.2510,0.2615) (0.2028,0.6288) (0.3081,2.5508)","LG+F+I{0.0043}+R4{0.2338,0.0897,0.2510,0.2615,0.2028,0.6288,0.3081,2.5508}"
PF11721,LG+I+G4,0.0083,1.8599,,LG+I{0.0083}+G4{1.8599}
PF11722,LG+I+R3,0.1149,,"(0.0851,0.0399) (0.4554,0.7570) (0.3446,1.8916)","LG+I{0.1149}+R3{0.0851,0.0399,0.4554,0.7570,0.3446,1.8916}"
PF11764,LG+I+G4,0.0284,1.4149,,LG+I{0.0284}+G4{1.4149}
PF11781,LG+I+G4,0.0577,1.6259,,LG+I{0.0577}+G4{1.6259}
PF11789,LG+I+G4,0.0707,1.8127,,LG+I{0.0707}+G4{1.8127}
PF11793,JTT+G4,,1.7632,,JTT+G4{1.7632}
PF11799,LG+I+R4,0.0000,,"(0.0719,0.2373) (0.2398,0.4799) (0.3134,0.9547) (0.3748,1.5170)","LG+I{0.0000}+R4{0.0719,0.2373,0.2398,0.4799,0.3134,0.9547,0.3748,1.5170}"
PF11819,JTT+G4,,2.0474,,JTT+G4{2.0474}
PF11822,JTT+G4,,0.8667,,JTT+G4{0.8667}
PF11835,JTT+G4,,1.2546,,JTT+G4{1.2546}
PF11838,LG+F+I+R4,0.0000,,"(0.0917,0.3280) (0.2524,0.6012) (0.3426,0.9754) (0.3134,1.5447)","LG+F+I{0.0000}+R4{0.0917,0.3280,0.2524,0.6012,0.3426,0.9754,0.3134,1.5447}"
PF11861,LG+I+G4,0.0085,1.3891,,LG+I{0.0085}+G4{1.3891}
PF11875,LG+I+G4,0.0088,0.8943,,LG+I{0.0088}+G4{0.8943}
PF11878,LG+I+G4,0.0282,2.2487,,LG+I{0.0282}+G4{2.2487}
PF11901,LG+I+R4,0.0055,,"(0.0800,0.1259) (0.3010,0.4788) (0.3640,1.0110) (0.2494,1.9156)","LG+I{0.0055}+R4{0.0800,0.1259,0.3010,0.4788,0.3640,1.0110,0.2494,1.9156}"
PF11904,JTT+F+I+R4,0.0153,,"(0.2269,0.1078) (0.2424,0.3542) (0.3222,0.9610) (0.1933,3.0017)","JTT+F+I{0.0153}+R4{0.2269,0.1078,0.2424,0.3542,0.3222,0.9610,0.1933,3.0017}"
PF11916,LG+I+G4,0.0280,1.2805,,LG+I{0.0280}+G4{1.2805}
PF11918,JTT+G4,,2.2188,,JTT+G4{2.2188}
PF11919,LG+I+G4,0.0077,1.4481,,LG+I{0.0077}+G4{1.4481}
PF11923,LG+I+G4,0.0210,1.5733,,LG+I{0.0210}+G4{1.5733}
PF11928,JTT+F+G4,,2.5977,,JTT+F+G4{2.5977}
PF11945,JTT+G4,,2.0110,,JTT+G4{2.0110}
PF11971,LG+I+G4,0.0171,3.4225,,LG+I{0.0171}+G4{3.4225}
PF11977,LG+I+G4,0.0053,2.0158,,LG+I{0.0053}+G4{2.0158}
PF11978,LG+I+G4,0.0003,0.8311,,LG+I{0.0003}+G4{0.8311}
PF11979,LG+I+G4,0.0314,1.3884,,LG+I{0.0314}+G4{1.3884}
PF11987,LG+I+R4,0.0000,,"(0.0882,0.0902) (0.2704,0.4558) (0.3107,0.9085) (0.3307,1.7735)","LG+I{0.0000}+R4{0.0882,0.0902,0.2704,0.4558,0.3107,0.9085,0.3307,1.7735}"
PF12002,LG+I+G4,0.0213,1.1129,,LG+I{0.0213}+G4{1.1129}
PF12004,JTT+G4,,1.1694,,JTT+G4{1.1694}
PF12009,LG+F+I+R4,0.0000,,"(0.0938,0.1498) (0.3669,0.4732) (0.2978,0.9121) (0.2415,2.2393)","LG+F+I{0.0000}+R4{0.0938,0.1498,0.3669,0.4732,0.2978,0.9121,0.2415,2.2393}"
PF12014,LG+F+I+R4,0.0033,,"(0.1203,0.1507) (0.2812,0.3751) (0.3062,0.7880) (0.2890,2.1976)","LG+F+I{0.0033}+R4{0.1203,0.1507,0.2812,0.3751,0.3062,0.7880,0.2890,2.1976}"
PF12017,LG+I+R3,0.0253,,"(0.1038,0.1098) (0.1866,0.4598) (0.6842,1.3194)","LG+I{0.0253}+R3{0.1038,0.1098,0.1866,0.4598,0.6842,1.3194}"
PF12026,JTT+G4,,1.1324,,JTT+G4{1.1324}
PF12037,LG+I+R3,0.0106,,"(0.2901,0.2268) (0.5597,0.9239) (0.1396,2.9878)","LG+I{0.0106}+R3{0.2901,0.2268,0.5597,0.9239,0.1396,2.9878}"
PF12038,LG+I+G4,0.0375,1.3400,,LG+I{0.0375}+G4{1.3400}
PF12047,LG+I+G4,0.0007,3.4212,,LG+I{0.0007}+G4{3.4212}
PF12052,JTT+G4,,1.3850,,JTT+G4{1.3850}
PF12062,LG+I+G4,0.0969,0.7301,,LG+I{0.0969}+G4{0.7301}
PF12063,JTT+G4,,0.9805,,JTT+G4{0.9805}
PF12068,JTT+G4,,3.4182,,JTT+G4{3.4182}
PF12090,LG+F+I+R3,0.0000,,"(0.2107,0.1750) (0.4354,0.5014) (0.3538,2.1049)","LG+F+I{0.0000}+R3{0.2107,0.1750,0.4354,0.5014,0.3538,2.1049}"
PF12108,LG+I+G4,0.0000,1.8062,,LG+I{0.0000}+G4{1.8062}
PF12109,JTT+G4,,0.6317,,JTT+G4{0.6317}
PF12110,LG+I+R4,0.0019,,"(0.0654,0.1104) (0.2803,0.3806) (0.2737,0.8163) (0.3787,1.7498)","LG+I{0.0019}+R4{0.0654,0.1104,0.2803,0.3806,0.2737,0.8163,0.3787,1.7498}"
PF12114,JTT+I+G4,0.0562,1.7948,,JTT+I{0.0562}+G4{1.7948}
PF12125,LG+I+G4,0.1407,1.3299,,LG+I{0.1407}+G4{1.3299}
PF12129,LG+I+G4,0.0312,0.7736,,LG+I{0.0312}+G4{0.7736}
PF12130,LG+I+G4,0.0057,1.3722,,LG+I{0.0057}+G4{1.3722}
PF12134,LG+I+G4,0.0071,1.2363,,LG+I{0.0071}+G4{1.2363}
PF12140,LG+I+G4,0.0000,2.6990,,LG+I{0.0000}+G4{2.6990}
PF12144,JTT+F+I+G4,0.0551,2.6595,,JTT+F+I{0.0551}+G4{2.6595}
PF12145,JTT+I+G4,0.0803,1.5836,,JTT+I{0.0803}+G4{1.5836}
PF12146,LG+I+R4,0.0078,,"(0.0440,0.0828) (0.1822,0.3827) (0.4241,0.8716) (0.3419,1.6292)","LG+I{0.0078}+R4{0.0440,0.0828,0.1822,0.3827,0.4241,0.8716,0.3419,1.6292}"
PF12148,LG+I+G4,0.0229,0.8812,,LG+I{0.0229}+G4{0.8812}
PF12160,JTT+G4,,1.4933,,JTT+G4{1.4933}
PF12166,LG+F+I+R4,0.0044,,"(0.0865,0.1150) (0.2447,0.3427) (0.3047,0.8092) (0.3596,1.8341)","LG+F+I{0.0044}+R4{0.0865,0.1150,0.2447,0.3427,0.3047,0.8092,0.3596,1.8341}"
PF12177,JTT+G4,,1.5200,,JTT+G4{1.5200}
PF12178,JTT+G4,,1.4621,,JTT+G4{1.4621}
PF12179,JTT+G4,,2.0255,,JTT+G4{2.0255}
PF12180,JTT+G4,,2.8015,,JTT+G4{2.8015}
PF12185,JTT+R2,,,"(0.4166,0.1525) (0.5834,1.6051)","JTT+R2{0.4166,0.1525,0.5834,1.6051}"
PF12201,JTT+G4,,4.6793,,JTT+G4{4.6793}
PF12202,LG+I+G4,0.0307,1.7958,,LG+I{0.0307}+G4{1.7958}
PF12205,LG+I+G4,0.0000,1.5921,,LG+I{0.0000}+G4{1.5921}
PF12210,LG+I+G4,0.0004,1.9654,,LG+I{0.0004}+G4{1.9654}
PF12213,LG+I+R2,0.0019,,"(0.8731,0.5728) (0.1250,3.9991)","LG+I{0.0019}+R2{0.8731,0.5728,0.1250,3.9991}"
PF12248,LG+I+G4,0.0000,2.4838,,LG+I{0.0000}+G4{2.4838}
PF12257,LG+I+R4,0.0061,,"(0.1213,0.0990) (0.3908,0.4014) (0.3320,1.0568) (0.1498,3.2069)","LG+I{0.0061}+R4{0.1213,0.0990,0.3908,0.4014,0.3320,1.0568,0.1498,3.2069}"
PF12347,JTT+G4,,3.8097,,JTT+G4{3.8097}
PF12352,LG+I+R2,0.0000,,"(0.1629,0.2908) (0.8371,1.1380)","LG+I{0.0000}+R2{0.1629,0.2908,0.8371,1.1380}"
PF12371,LG+I+G4,0.0541,2.5675,,LG+I{0.0541}+G4{2.5675}
PF12456,LG+I+G4,0.0065,1.9343,,LG+I{0.0065}+G4{1.9343}
PF12480,JTT+G4,,5.3644,,JTT+G4{5.3644}
PF12485,JTT+G4,,1.2411,,JTT+G4{1.2411}
PF12490,JTT+G4,,1.8194,,JTT+G4{1.8194}
PF12513,LG+I+R4,0.0000,,"(0.3345,0.2172) (0.1774,0.7259) (0.3418,1.3729) (0.1463,2.2503)","LG+I{0.0000}+R4{0.3345,0.2172,0.1774,0.7259,0.3418,1.3729,0.1463,2.2503}"
PF12595,JTT+G4,,0.9858,,JTT+G4{0.9858}
PF12598,JTT+G4,,1.4651,,JTT+G4{1.4651}
PF12618,JTT+G4,,3.0063,,JTT+G4{3.0063}
PF12627,LG+I+R4,0.0040,,"(0.2277,0.2787) (0.2629,0.6444) (0.2336,1.1291) (0.2718,1.8521)","LG+I{0.0040}+R4{0.2277,0.2787,0.2629,0.6444,0.2336,1.1291,0.2718,1.8521}"
PF12640,LG+I+G4,0.0175,1.5370,,LG+I{0.0175}+G4{1.5370}
PF12656,LG+I+R3,0.0183,,"(0.2281,0.1546) (0.5510,1.0142) (0.2027,2.0031)","LG+I{0.0183}+R3{0.2281,0.1546,0.5510,1.0142,0.2027,2.0031}"
PF12660,JTT+I+G4,0.0211,1.4429,,JTT+I{0.0211}+G4{1.4429}
PF12661,LG+I+R4,0.0724,,"(0.1106,0.0922) (0.1221,0.4695) (0.2204,0.9319) (0.4746,1.5323)","LG+I{0.0724}+R4{0.1106,0.0922,0.1221,0.4695,0.2204,0.9319,0.4746,1.5323}"
PF12662,LG+I+R4,0.1162,,"(0.0601,0.0354) (0.1379,0.4601) (0.1123,0.7335) (0.5735,1.4856)","LG+I{0.1162}+R4{0.0601,0.0354,0.1379,0.4601,0.1123,0.7335,0.5735,1.4856}"
PF12678,LG+I+G4,0.0552,1.0388,,LG+I{0.0552}+G4{1.0388}
PF12697,LG+F+I+R4,0.0000,,"(0.0171,0.0981) (0.1312,0.3634) (0.3686,0.7879) (0.4831,1.3666)","LG+F+I{0.0000}+R4{0.0171,0.0981,0.1312,0.3634,0.3686,0.7879,0.4831,1.3666}"
PF12701,LG+I+G4,0.0201,1.3684,,LG+I{0.0201}+G4{1.3684}
PF12705,LG+F+I+R4,0.0097,,"(0.0190,0.0253) (0.0666,0.2578) (0.2965,0.6349) (0.6083,1.3056)","LG+F+I{0.0097}+R4{0.0190,0.0253,0.0666,0.2578,0.2965,0.6349,0.6083,1.3056}"
PF12706,LG+F+I+R4,0.0044,,"(0.0386,0.0806) (0.1267,0.3368) (0.3529,0.7097) (0.4774,1.4742)","LG+F+I{0.0044}+R4{0.0386,0.0806,0.1267,0.3368,0.3529,0.7097,0.4774,1.4742}"
PF12714,JTT+I+G4,0.1190,7.1669,,JTT+I{0.1190}+G4{7.1669}
PF12733,LG+F+I+G4,0.0000,2.0455,,LG+F+I{0.0000}+G4{2.0455}
PF12736,JTT+F+R4,,,"(0.0485,0.0971) (0.3170,0.5429) (0.5845,1.1514) (0.0499,3.0064)","JTT+F+R4{0.0485,0.0971,0.3170,0.5429,0.5845,1.1514,0.0499,3.0064}"
PF12738,LG+I+R3,0.0196,,"(0.0985,0.1142) (0.3776,0.6197) (0.5042,1.4968)","LG+I{0.0196}+R3{0.0985,0.1142,0.3776,0.6197,0.5042,1.4968}"
PF12742,LG+I,0.0607,,,LG+I{0.0607}
PF12743,JTT+G4,,1.8848,,JTT+G4{1.8848}
PF12745,LG+I+R4,0.0000,,"(0.1503,0.1725) (0.3750,0.4843) (0.3179,1.0271) (0.1569,2.9705)","LG+I{0.0000}+R4{0.1503,0.1725,0.3750,0.4843,0.3179,1.0271,0.1569,2.9705}"
PF12752,JTT+I+R4,0.0041,,"(0.0879,0.0418) (0.1256,0.2718) (0.1591,0.5613) (0.6233,1.4004)","JTT+I{0.0041}+R4{0.0879,0.0418,0.1256,0.2718,0.1591,0.5613,0.6233,1.4004}"
PF12763,LG+I+G4,0.0083,1.6603,,LG+I{0.0083}+G4{1.6603}
PF12770,LG+F+I+G4,0.0038,1.5348,,LG+F+I{0.0038}+G4{1.5348}
PF12774,LG+I+G4,0.0295,0.8866,,LG+I{0.0295}+G4{0.8866}
PF12775,LG+F+I+R4,0.0000,,"(0.1302,0.1464) (0.3224,0.4730) (0.3745,1.1274) (0.1728,2.3502)","LG+F+I{0.0000}+R4{0.1302,0.1464,0.3224,0.4730,0.3745,1.1274,0.1728,2.3502}"
PF12777,,,,,
PF12780,LG+I+G4,0.0006,1.9486,,LG+I{0.0006}+G4{1.9486}
PF12781,LG+I+R4,0.0000,,"(0.1323,0.1585) (0.2615,0.5227) (0.3406,1.0359) (0.2656,1.8431)","LG+I{0.0000}+R4{0.1323,0.1585,0.2615,0.5227,0.3406,1.0359,0.2656,1.8431}"
PF12804,LG+F+I+R4,0.0024,,"(0.0464,0.1317) (0.1416,0.4072) (0.2545,0.7701) (0.5551,1.3336)","LG+F+I{0.0024}+R4{0.0464,0.1317,0.1416,0.4072,0.2545,0.7701,0.5551,1.3336}"
PF12810,LG+I+R4,0.0055,,"(0.1443,0.1366) (0.2563,0.4323) (0.3309,1.0068) (0.2630,2.0393)","LG+I{0.0055}+R4{0.1443,0.1366,0.2563,0.4323,0.3309,1.0068,0.2630,2.0393}"
PF12813,LG+I+G4,0.0339,1.3580,,LG+I{0.0339}+G4{1.3580}
PF12820,JTT+G4,,1.9274,,JTT+G4{1.9274}
PF12836,LG+I+R4,0.0000,,"(0.2036,0.1903) (0.4578,0.6183) (0.2149,1.5132) (0.1237,2.8542)","LG+I{0.0000}+R4{0.2036,0.1903,0.4578,0.6183,0.2149,1.5132,0.1237,2.8542}"
PF12838,LG+I+R4,0.0096,,"(0.0366,0.0220) (0.2169,0.4122) (0.2822,0.7594) (0.4547,1.5296)","LG+I{0.0096}+R4{0.0366,0.0220,0.2169,0.4122,0.2822,0.7594,0.4547,1.5296}"
PF12842,LG+I+G4,0.0064,1.7040,,LG+I{0.0064}+G4{1.7040}
PF12848,LG+I+G4,0.0000,2.2924,,LG+I{0.0000}+G4{2.2924}
PF12850,LG+I+R4,0.0134,,"(0.0603,0.0431) (0.0851,0.2862) (0.3816,0.6698) (0.4596,1.5610)","LG+I{0.0134}+R4{0.0603,0.0431,0.0851,0.2862,0.3816,0.6698,0.4596,1.5610}"
PF12851,JTT+G4,,0.9299,,JTT+G4{0.9299}
PF12871,JTT+F+G4,,1.8262,,JTT+F+G4{1.8262}
PF12872,LG+I+G4,0.0000,2.6646,,LG+I{0.0000}+G4{2.6646}
PF12874,LG+I+R4,0.0000,,"(0.1594,0.0019) (0.1209,0.4105) (0.2813,0.9099) (0.4384,1.5834)","LG+I{0.0000}+R4{0.1594,0.0019,0.1209,0.4105,0.2813,0.9099,0.4384,1.5834}"
PF12896,LG+F+I+G4,0.0046,3.0785,,LG+F+I{0.0046}+G4{3.0785}
PF12901,LG+I+R2,0.1709,,"(0.2311,0.3008) (0.5980,1.5559)","LG+I{0.1709}+R2{0.2311,0.3008,0.5980,1.5559}"
PF12906,LG+I+G4,0.1493,2.0085,,LG+I{0.1493}+G4{2.0085}
PF12923,LG+I+R4,0.0000,,"(0.0582,0.0927) (0.3028,0.4298) (0.5097,1.2011) (0.1293,1.9518)","LG+I{0.0000}+R4{0.0582,0.0927,0.3028,0.4298,0.5097,1.2011,0.1293,1.9518}"
PF12924,LG+I+G4,0.0646,0.8351,,LG+I{0.0646}+G4{0.8351}
PF12925,LG+I+G4,0.0099,2.5969,,LG+I{0.0099}+G4{2.5969}
PF12928,LG+I+R4,0.0069,,"(0.0570,0.0445) (0.1892,0.2065) (0.3788,0.5438) (0.3681,2.0442)","LG+I{0.0069}+R4{0.0570,0.0445,0.1892,0.2065,0.3788,0.5438,0.3681,2.0442}"
PF12932,LG+I+G4,0.0115,1.9920,,LG+I{0.0115}+G4{1.9920}
PF12933,JTT+I+G4,0.1070,1.1588,,JTT+I{0.1070}+G4{1.1588}
PF12934,LG+I+G4,0.0194,1.3848,,LG+I{0.0194}+G4{1.3848}
PF12937,LG+F+I+R4,0.0142,,"(0.1326,0.2045) (0.1163,0.5427) (0.3008,0.8923) (0.4360,1.4708)","LG+F+I{0.0142}+R4{0.1326,0.2045,0.1163,0.5427,0.3008,0.8923,0.4360,1.4708}"
PF12938,JTT+F+G4,,1.7946,,JTT+F+G4{1.7946}
PF12947,LG+I+G4,0.1847,0.9729,,LG+I{0.1847}+G4{0.9729}
PF12971,LG+I+G4,0.0072,1.4379,,LG+I{0.0072}+G4{1.4379}
PF12972,LG+I+R4,0.0080,,"(0.1074,0.1127) (0.2651,0.4724) (0.2713,0.9813) (0.3482,1.7128)","LG+I{0.0080}+R4{0.1074,0.1127,0.2651,0.4724,0.2713,0.9813,0.3482,1.7128}"
PF13023,LG+I+G4,0.0277,1.7570,,LG+I{0.0277}+G4{1.7570}
PF13085,LG+I+G4,0.0313,1.8004,,LG+I{0.0313}+G4{1.8004}
PF13086,LG+I+R4,0.0155,,"(0.0825,0.0878) (0.1700,0.2839) (0.3595,0.8258) (0.3724,1.7387)","LG+I{0.0155}+R4{0.0825,0.0878,0.1700,0.2839,0.3595,0.8258,0.3724,1.7387}"
PF13087,LG+I+R4,0.0044,,"(0.0740,0.0373) (0.1747,0.2433) (0.1576,0.6337) (0.5893,1.4506)","LG+I{0.0044}+R4{0.0740,0.0373,0.1747,0.2433,0.1576,0.6337,0.5893,1.4506}"
PF13091,LG+I+R4,0.0000,,"(0.0638,0.0964) (0.1931,0.4416) (0.4016,0.8739) (0.3415,1.6326)","LG+I{0.0000}+R4{0.0638,0.0964,0.1931,0.4416,0.4016,0.8739,0.3415,1.6326}"
PF13177,LG+I+G4,0.0429,1.6223,,LG+I{0.0429}+G4{1.6223}
PF13180,LG+I+G4,0.0098,2.2272,,LG+I{0.0098}+G4{2.2272}
PF13191,LG+F+I+R4,0.0000,,"(0.0274,0.0864) (0.1431,0.3947) (0.3871,0.8075) (0.4424,1.4209)","LG+F+I{0.0000}+R4{0.0274,0.0864,0.1431,0.3947,0.3871,0.8075,0.4424,1.4209}"
PF13193,LG+I+R4,0.0000,,"(0.0638,0.1258) (0.3212,0.3770) (0.3578,0.9701) (0.2571,2.0369)","LG+I{0.0000}+R4{0.0638,0.1258,0.3212,0.3770,0.3578,0.9701,0.2571,2.0369}"
PF13202,LG+I+G4,0.0393,1.5115,,LG+I{0.0393}+G4{1.5115}
PF13234,LG+I+R4,0.0000,,"(0.0356,0.1866) (0.2416,0.4441) (0.3673,0.8627) (0.3554,1.6014)","LG+I{0.0000}+R4{0.0356,0.1866,0.2416,0.4441,0.3673,0.8627,0.3554,1.6014}"
PF13236,LG+I+R4,0.0000,,"(0.1229,0.1683) (0.2317,0.4636) (0.3601,0.9222) (0.2854,1.8916)","LG+I{0.0000}+R4{0.1229,0.1683,0.2317,0.4636,0.3601,0.9222,0.2854,1.8916}"
PF13238,LG+I+R4,0.0000,,"(0.0280,0.0393) (0.1393,0.3174) (0.3905,0.7492) (0.4423,1.4972)","LG+I{0.0000}+R4{0.0280,0.0393,0.1393,0.3174,0.3905,0.7492,0.4423,1.4972}"
PF13242,LG+I+R4,0.0159,,"(0.1812,0.2017) (0.2075,0.5546) (0.2594,1.0514) (0.3361,1.7129)","LG+I{0.0159}+R4{0.1812,0.2017,0.2075,0.5546,0.2594,1.0514,0.3361,1.7129}"
PF13245,LG+I+R3,0.0241,,"(0.0967,0.0921) (0.3196,0.4737) (0.5597,1.5004)","LG+I{0.0241}+R3{0.0967,0.0921,0.3196,0.4737,0.5597,1.5004}"
PF13287,LG+I+G4,0.0049,1.3065,,LG+I{0.0049}+G4{1.3065}
PF13297,LG+I+G4,0.0617,1.1081,,LG+I{0.0617}+G4{1.1081}
PF13302,LG+F+I+R4,0.0000,,"(0.0237,0.0643) (0.1028,0.2977) (0.2892,0.6772) (0.5843,1.3213)","LG+F+I{0.0000}+R4{0.0237,0.0643,0.1028,0.2977,0.2892,0.6772,0.5843,1.3213}"
PF13307,LG+I+R4,0.0147,,"(0.0421,0.0609) (0.1640,0.2758) (0.3119,0.6777) (0.4673,1.5853)","LG+I{0.0147}+R4{0.0421,0.0609,0.1640,0.2758,0.3119,0.6777,0.4673,1.5853}"
PF13324,JTT+R3,,,"(0.0539,0.0924) (0.3037,0.5366) (0.6424,1.2953)","JTT+R3{0.0539,0.0924,0.3037,0.5366,0.6424,1.2953}"
PF13341,JTT+R2,,,"(0.5936,0.1165) (0.4064,2.2905)","JTT+R2{0.5936,0.1165,0.4064,2.2905}"
PF13344,LG+I+R4,0.0059,,"(0.0488,0.1201) (0.2182,0.4203) (0.3538,0.8188) (0.3733,1.6412)","LG+I{0.0059}+R4{0.0488,0.1201,0.2182,0.4203,0.3538,0.8188,0.3733,1.6412}"
PF13353,LG+I+G4,0.0369,1.0032,,LG+I{0.0369}+G4{1.0032}
PF13359,LG+I+G4,0.0000,1.7814,,LG+I{0.0000}+G4{1.7814}
PF13361,LG+F+I+G4,0.0308,1.3957,,LG+F+I{0.0308}+G4{1.3957}
PF13365,LG+F+I+R4,0.0000,,"(0.0436,0.1085) (0.1135,0.3423) (0.2025,0.6626) (0.6405,1.2838)","LG+F+I{0.0000}+R4{0.0436,0.1085,0.1135,0.3423,0.2025,0.6626,0.6405,1.2838}"
PF13385,LG+F+I+R4,0.0000,,"(0.0956,0.2144) (0.1200,0.4811) (0.3913,0.8716) (0.3931,1.4772)","LG+F+I{0.0000}+R4{0.0956,0.2144,0.1200,0.4811,0.3913,0.8716,0.3931,1.4772}"
PF13392,LG+I+G4,0.0000,1.1352,,LG+I{0.0000}+G4{1.1352}
PF13393,LG+F+I+R4,0.0062,,"(0.0994,0.0873) (0.2488,0.3665) (0.4066,0.8577) (0.2390,2.3067)","LG+F+I{0.0062}+R4{0.0994,0.0873,0.2488,0.3665,0.4066,0.8577,0.2390,2.3067}"
PF13401,LG+I+R4,0.0000,,"(0.0446,0.0852) (0.1528,0.3805) (0.3136,0.7431) (0.4890,1.4418)","LG+I{0.0000}+R4{0.0446,0.0852,0.1528,0.3805,0.3136,0.7431,0.4890,1.4418}"
PF13405,LG+I+R4,0.0000,,"(0.0647,0.1244) (0.1530,0.5162) (0.2694,0.7750) (0.5129,1.3730)","LG+I{0.0000}+R4{0.0647,0.1244,0.1530,0.5162,0.2694,0.7750,0.5129,1.3730}"
PF13409,LG+F+I+R4,0.0070,,"(0.0208,0.1021) (0.1250,0.3251) (0.3291,0.7151) (0.5181,1.3933)","LG+F+I{0.0070}+R4{0.0208,0.1021,0.1250,0.3251,0.3291,0.7151,0.5181,1.3933}"
PF13410,LG+F+I+R4,0.0000,,"(0.0327,0.2351) (0.2061,0.4909) (0.3362,0.9091) (0.4250,1.3777)","LG+F+I{0.0000}+R4{0.0327,0.2351,0.2061,0.4909,0.3362,0.9091,0.4250,1.3777}"
PF13417,LG+I+R4,0.0000,,"(0.0585,0.0654) (0.1458,0.3633) (0.5000,0.8641) (0.2957,1.7288)","LG+I{0.0000}+R4{0.0585,0.0654,0.1458,0.3633,0.5000,0.8641,0.2957,1.7288}"
PF13423,JTT+I+R4,0.0012,,"(0.1153,0.0979) (0.2220,0.3268) (0.3326,0.6884) (0.3288,2.0899)","JTT+I{0.0012}+R4{0.1153,0.0979,0.2220,0.3268,0.3326,0.6884,0.3288,2.0899}"
PF13426,LG+I+R4,0.0000,,"(0.0231,0.1048) (0.2153,0.4952) (0.4589,0.8817) (0.3028,1.6063)","LG+I{0.0000}+R4{0.0231,0.1048,0.2153,0.4952,0.4589,0.8817,0.3028,1.6063}"
PF13439,LG+F+I+R4,0.0030,,"(0.0804,0.1843) (0.1295,0.4119) (0.2324,0.7563) (0.5548,1.3629)","LG+F+I{0.0030}+R4{0.0804,0.1843,0.1295,0.4119,0.2324,0.7563,0.5548,1.3629}"
PF13445,LG+I+R4,0.0000,,"(0.1089,0.0324) (0.1783,0.3504) (0.3598,0.9038) (0.3531,1.7244)","LG+I{0.0000}+R4{0.1089,0.0324,0.1783,0.3504,0.3598,0.9038,0.3531,1.7244}"
