pfam_id,model,I,alpha,rates,alisim_model
PF04345,JTT+G4,,2.5138,,JTT+G4{2.5138}
PF04352,LG+F+I+G4,0.0256,2.2713,,LG+F+I{0.0256}+G4{2.2713}
PF04354,LG+I+G4,0.0049,1.9639,,LG+I{0.0049}+G4{1.9639}
PF04355,LG+I+R4,0.0085,,"(0.1073,0.1480) (0.3009,0.5835) (0.4829,1.1499) (0.1004,2.5219)","LG+I{0.0085}+R4{0.1073,0.1480,0.3009,0.5835,0.4829,1.1499,0.1004,2.5219}"
PF04359,LG+I+G4,0.0111,1.9849,,LG+I{0.0111}+G4{1.9849}
PF04378,LG+I+G4,0.0778,3.8805,,LG+I{0.0778}+G4{3.8805}
PF04389,LG+I+R4,0.0170,,"(0.0497,0.0833) (0.1523,0.3682) (0.3363,0.7896) (0.4447,1.5161)","LG+I{0.0170}+R4{0.0497,0.0833,0.1523,0.3682,0.3363,0.7896,0.4447,1.5161}"
PF04397,LG+I+R4,0.0000,,"(0.1378,0.2093) (0.2841,0.6101) (0.2679,1.0718) (0.3102,1.6465)","LG+I{0.0000}+R4{0.1378,0.2093,0.2841,0.6101,0.2679,1.0718,0.3102,1.6465}"
PF04399,LG+I+G4,0.0105,1.8112,,LG+I{0.0105}+G4{1.8112}
PF04408,LG+I+R4,0.0182,,"(0.0622,0.0646) (0.1965,0.2627) (0.2944,0.8133) (0.4287,1.6443)","LG+I{0.0182}+R4{0.0622,0.0646,0.1965,0.2627,0.2944,0.8133,0.4287,1.6443}"
PF04413,LG+F+I+R4,0.0000,,"(0.1360,0.0884) (0.2955,0.4332) (0.2404,0.9931) (0.3282,1.8930)","LG+F+I{0.0000}+R4{0.1360,0.0884,0.2955,0.4332,0.2404,0.9931,0.3282,1.8930}"
PF04434,LG+I+G4,0.0738,1.4957,,LG+I{0.0738}+G4{1.4957}
PF04452,LG+I+R4,0.0136,,"(0.0644,0.0667) (0.2110,0.3749) (0.3549,0.7626) (0.3560,1.8141)","LG+I{0.0136}+R4{0.0644,0.0667,0.2110,0.3749,0.3549,0.7626,0.3560,1.8141}"
PF04493,LG+I+R4,0.0434,,"(0.0719,0.0865) (0.2731,0.3784) (0.2841,0.9272) (0.3274,1.9150)","LG+I{0.0434}+R4{0.0719,0.0865,0.2731,0.3784,0.2841,0.9272,0.3274,1.9150}"
PF04536,LG+F+I+R4,0.0000,,"(0.1597,0.3283) (0.3201,0.6233) (0.2472,1.1200) (0.2731,1.7256)","LG+F+I{0.0000}+R4{0.1597,0.3283,0.3201,0.6233,0.2472,1.1200,0.2731,1.7256}"
PF04542,LG+F+I+G4,0.0000,2.8829,,LG+F+I{0.0000}+G4{2.8829}
PF04545,LG+I+G4,0.0000,1.6993,,LG+I{0.0000}+G4{1.6993}
PF04546,LG+F+I+G4,0.0034,2.1125,,LG+F+I{0.0034}+G4{2.1125}
PF04552,LG+I+G4,0.0757,1.8523,,LG+I{0.0757}+G4{1.8523}
PF04560,LG+I+G4,0.0945,1.2311,,LG+I{0.0945}+G4{1.2311}
PF04561,LG+I+G4,0.0000,2.3802,,LG+I{0.0000}+G4{2.3802}
PF04565,LG+I+G4,0.0226,1.1630,,LG+I{0.0226}+G4{1.1630}
PF04613,LG+I+G4,0.0000,1.5159,,LG+I{0.0000}+G4{1.5159}
PF04715,LG+I+R4,0.0012,,"(0.0314,0.0691) (0.1636,0.3501) (0.3316,0.7465) (0.4722,1.4677)","LG+I{0.0012}+R4{0.0314,0.0691,0.1636,0.3501,0.3316,0.7465,0.4722,1.4677}"
PF04717,LG+I+G4,0.0011,1.6211,,LG+I{0.0011}+G4{1.6211}
PF04760,LG+I+G4,0.0000,3.7122,,LG+I{0.0000}+G4{3.7122}
PF04879,LG+I+R3,0.0593,,"(0.0544,0.2568) (0.4030,0.7610) (0.4834,1.4056)","LG+I{0.0593}+R3{0.0544,0.2568,0.4030,0.7610,0.4834,1.4056}"
PF04893,LG+F+I+R4,0.0000,,"(0.0409,0.3107) (0.1931,0.5416) (0.4378,0.9082) (0.3282,1.4780)","LG+F+I{0.0000}+R4{0.0409,0.3107,0.1931,0.5416,0.4378,0.9082,0.3282,1.4780}"
PF04898,LG+I+R4,0.0140,,"(0.0962,0.0622) (0.2201,0.3178) (0.2581,0.7507) (0.4116,1.7742)","LG+I{0.0140}+R4{0.0962,0.0622,0.2201,0.3178,0.2581,0.7507,0.4116,1.7742}"
PF04940,LG+I+R4,0.0279,,"(0.1398,0.0593) (0.0989,0.3351) (0.3017,0.8104) (0.4316,1.6544)","LG+I{0.0279}+R4{0.1398,0.0593,0.0989,0.3351,0.3017,0.8104,0.4316,1.6544}"
PF04952,LG+I+R4,0.0000,,"(0.0564,0.0579) (0.2946,0.3886) (0.3167,0.8541) (0.3323,1.8409)","LG+I{0.0000}+R4{0.0564,0.0579,0.2946,0.3886,0.3167,0.8541,0.3323,1.8409}"
PF04958,LG+I+R4,0.0157,,"(0.1580,0.1594) (0.2775,0.4192) (0.3210,1.0479) (0.2277,2.2926)","LG+I{0.0157}+R4{0.1580,0.1594,0.2775,0.4192,0.3210,1.0479,0.2277,2.2926}"
PF04960,LG+I+R4,0.0057,,"(0.1234,0.0750) (0.2355,0.3885) (0.3674,0.9080) (0.2680,2.1108)","LG+I{0.0057}+R4{0.1234,0.0750,0.2355,0.3885,0.3674,0.9080,0.2680,2.1108}"
PF04962,LG+I+G4,0.0178,1.2877,,LG+I{0.0178}+G4{1.2877}
PF04963,LG+I+R4,0.0034,,"(0.0725,0.0974) (0.1947,0.4020) (0.3079,0.8733) (0.4216,1.5319)","LG+I{0.0034}+R4{0.0725,0.0974,0.1947,0.4020,0.3079,0.8733,0.4216,1.5319}"
PF04965,LG+F+I+R4,0.0088,,"(0.1380,0.1971) (0.2020,0.4600) (0.3350,0.9602) (0.3163,1.7651)","LG+F+I{0.0088}+R4{0.1380,0.1971,0.2020,0.4600,0.3350,0.9602,0.3163,1.7651}"
PF04972,LG+I+R4,0.0114,,"(0.0838,0.2001) (0.1728,0.4278) (0.1237,0.7786) (0.6083,1.3365)","LG+I{0.0114}+R4{0.0838,0.2001,0.1728,0.4278,0.1237,0.7786,0.6083,1.3365}"
PF04983,LG+F+I+R4,0.0000,,"(0.0617,0.1268) (0.2434,0.3167) (0.3886,0.7406) (0.3062,2.0483)","LG+F+I{0.0000}+R4{0.0617,0.1268,0.2434,0.3167,0.3886,0.7406,0.3062,2.0483}"
PF04984,LG+I+G4,0.0000,4.5832,,LG+I{0.0000}+G4{4.5832}
PF04993,LG+I+R4,0.0000,,"(0.0427,0.1344) (0.3505,0.4797) (0.3570,1.0138) (0.2498,1.8580)","LG+I{0.0000}+R4{0.0427,0.1344,0.3505,0.4797,0.3570,1.0138,0.2498,1.8580}"
PF04994,LG+I+G4,0.0238,1.8398,,LG+I{0.0238}+G4{1.8398}
PF04997,LG+I+R4,0.0044,,"(0.0754,0.0679) (0.1751,0.3227) (0.4253,0.8205) (0.3198,1.8431)","LG+I{0.0044}+R4{0.0754,0.0679,0.1751,0.3227,0.4253,0.8205,0.3198,1.8431}"
PF04998,LG+F+I+R4,0.0128,,"(0.1334,0.0760) (0.2976,0.3431) (0.3940,1.0469) (0.1622,2.9297)","LG+F+I{0.0128}+R4{0.1334,0.0760,0.2976,0.3431,0.3940,1.0469,0.1622,2.9297}"
PF05000,LG+I+R4,0.0000,,"(0.1064,0.0550) (0.1654,0.3300) (0.4358,0.8459) (0.2924,1.9526)","LG+I{0.0000}+R4{0.1064,0.0550,0.1654,0.3300,0.4358,0.8459,0.2924,1.9526}"
PF05016,LG+F+I+R4,0.0000,,"(0.0721,0.2663) (0.2655,0.5009) (0.3671,0.9088) (0.2953,1.7414)","LG+F+I{0.0000}+R4{0.0721,0.2663,0.2655,0.5009,0.3671,0.9088,0.2953,1.7414}"
PF05036,LG+F+I+R4,0.0000,,"(0.0542,0.1773) (0.0926,0.4024) (0.3108,0.7507) (0.5424,1.3271)","LG+F+I{0.0000}+R4{0.0542,0.1773,0.0926,0.4024,0.3108,0.7507,0.5424,1.3271}"
PF05127,LG+I+R4,0.0127,,"(0.0944,0.0448) (0.1635,0.3071) (0.2391,0.6747) (0.4902,1.5999)","LG+I{0.0127}+R4{0.0944,0.0448,0.1635,0.3071,0.2391,0.6747,0.4902,1.5999}"
PF05128,LG+F+I+G4,0.0106,2.0095,,LG+F+I{0.0106}+G4{2.0095}
PF05138,LG+F+I+G4,0.0118,1.6179,,LG+F+I{0.0118}+G4{1.6179}
PF05157,LG+F+I+R4,0.0000,,"(0.0421,0.1989) (0.2370,0.5732) (0.3463,0.9277) (0.3746,1.4268)","LG+F+I{0.0000}+R4{0.0421,0.1989,0.2370,0.5732,0.3463,0.9277,0.3746,1.4268}"
PF05166,LG+I+G4,0.0000,1.0519,,LG+I{0.0000}+G4{1.0519}
PF05173,LG+I+R4,0.0106,,"(0.1261,0.0837) (0.2470,0.4184) (0.3064,0.9120) (0.3100,1.9571)","LG+I{0.0106}+R4{0.1261,0.0837,0.2470,0.4184,0.3064,0.9120,0.3100,1.9571}"
PF05175,LG+I+G4,0.0459,1.6553,,LG+I{0.0459}+G4{1.6553}
PF05188,LG+I+G4,0.0000,2.4383,,LG+I{0.0000}+G4{2.4383}
PF05189,LG+I+R4,0.0000,,"(0.2279,0.2847) (0.2329,0.5866) (0.3022,1.0325) (0.2369,2.0530)","LG+I{0.0000}+R4{0.2279,0.2847,0.2329,0.5866,0.3022,1.0325,0.2369,2.0530}"
PF05190,LG+I+G4,0.0000,3.5973,,LG+I{0.0000}+G4{3.5973}
PF05191,LG+I+G4,0.0355,0.8388,,LG+I{0.0355}+G4{0.8388}
PF05192,LG+F+I+R4,0.0000,,"(0.0492,0.1358) (0.2143,0.4448) (0.3907,0.8665) (0.3458,1.6177)","LG+F+I{0.0000}+R4{0.0492,0.1358,0.2143,0.4448,0.3907,0.8665,0.3458,1.6177}"
PF05193,LG+I+G4,0.0000,2.8182,,LG+I{0.0000}+G4{2.8182}
PF05195,LG+I+R4,0.0000,,"(0.1103,0.1779) (0.2375,0.4629) (0.2381,0.8904) (0.4141,1.5899)","LG+I{0.0000}+R4{0.1103,0.1779,0.2375,0.4629,0.2381,0.8904,0.4141,1.5899}"
PF05198,LG+I+R4,0.0000,,"(0.1019,0.0856) (0.2560,0.4696) (0.3515,0.8850) (0.2906,1.9270)","LG+I{0.0000}+R4{0.1019,0.0856,0.2560,0.4696,0.3515,0.8850,0.2906,1.9270}"
PF05199,LG+I+G4,0.0000,1.1707,,LG+I{0.0000}+G4{1.1707}
PF05201,LG+F+I+R4,0.0077,,"(0.0694,0.0479) (0.2100,0.2997) (0.2627,0.7434) (0.4501,1.6406)","LG+F+I{0.0077}+R4{0.0694,0.0479,0.2100,0.2997,0.2627,0.7434,0.4501,1.6406}"
PF05209,LG+I+R4,0.0000,,"(0.0303,0.1959) (0.2863,0.5229) (0.4100,0.9391) (0.2734,1.6801)","LG+I{0.0000}+R4{0.0303,0.1959,0.2863,0.5229,0.4100,0.9391,0.2734,1.6801}"
PF05222,LG+I+G4,0.0067,0.9033,,LG+I{0.0067}+G4{0.9033}
PF05230,LG+F+I+G4,0.0137,2.6262,,LG+F+I{0.0137}+G4{2.6262}
PF05231,LG+F+I+G4,0.0000,3.8396,,LG+F+I{0.0000}+G4{3.8396}
PF05235,LG+F+I+R4,0.0000,,"(0.0460,0.0938) (0.1416,0.3879) (0.2750,0.7675) (0.5375,1.3577)","LG+F+I{0.0000}+R4{0.0460,0.0938,0.1416,0.3879,0.2750,0.7675,0.5375,1.3577}"
PF05257,LG+I+R4,0.0030,,"(0.0369,0.1203) (0.1399,0.3641) (0.3149,0.8364) (0.5053,1.3483)","LG+I{0.0030}+R4{0.0369,0.1203,0.1399,0.3641,0.3149,0.8364,0.5053,1.3483}"
PF05336,LG+I+R4,0.0213,,"(0.1842,0.2618) (0.2914,0.6854) (0.3628,1.2662) (0.1403,2.0857)","LG+I{0.0213}+R4{0.1842,0.2618,0.2914,0.6854,0.3628,1.2662,0.1403,2.0857}"
PF05354,LG+F+I+R4,0.0000,,"(0.0474,0.3243) (0.1461,0.5237) (0.3429,0.8419) (0.4637,1.3359)","LG+F+I{0.0000}+R4{0.0474,0.3243,0.1461,0.5237,0.3429,0.8419,0.4637,1.3359}"
PF05360,LG+F+I+G4,0.0000,1.3221,,LG+F+I{0.0000}+G4{1.3221}
PF05362,LG+I+G4,0.1286,1.4256,,LG+I{0.1286}+G4{1.4256}
PF05406,LG+I+R4,0.0000,,"(0.2088,0.1848) (0.3552,0.6271) (0.3262,1.3755) (0.1097,2.6426)","LG+I{0.0000}+R4{0.2088,0.1848,0.3552,0.6271,0.3262,1.3755,0.1097,2.6426}"
PF05449,LG+F+I+G4,0.0210,5.3316,,LG+F+I{0.0210}+G4{5.3316}
PF05489,LG+I,0.0904,,,LG+I{0.0904}
PF05491,LG+I+G4,0.0364,1.5677,,LG+I{0.0364}+G4{1.5677}
PF05496,LG+I+G4,0.1952,1.0393,,LG+I{0.1952}+G4{1.0393}
PF05532,LG+I+R3,0.0000,,"(0.0628,0.0313) (0.1609,0.4851) (0.7762,1.1852)","LG+I{0.0000}+R3{0.0628,0.0313,0.1609,0.4851,0.7762,1.1852}"
PF05534,LG+I+G4,0.0581,3.2541,,LG+I{0.0581}+G4{3.2541}
PF05638,LG+I+G4,0.0084,2.7648,,LG+I{0.0084}+G4{2.7648}
PF05666,LG+I+G4,0.0653,1.8336,,LG+I{0.0653}+G4{1.8336}
PF05690,LG+I+G4,0.0653,1.2288,,LG+I{0.0653}+G4{1.2288}
PF05728,LG+I+G4,0.0439,2.4160,,LG+I{0.0439}+G4{2.4160}
PF05746,LG+I+G4,0.0000,1.4909,,LG+I{0.0000}+G4{1.4909}
PF05872,LG+F+I+G4,0.1256,1.5042,,LG+F+I{0.1256}+G4{1.5042}
PF05876,LG+F+I+G4,0.0163,2.3706,,LG+F+I{0.0163}+G4{2.3706}
PF05899,LG+I+R3,0.0000,,"(0.0704,0.1061) (0.3734,0.6293) (0.5562,1.3619)","LG+I{0.0000}+R3{0.0704,0.1061,0.3734,0.6293,0.5562,1.3619}"
PF05943,LG+I+R4,0.0094,,"(0.1062,0.1323) (0.3987,0.5465) (0.3084,1.1458) (0.1772,2.3398)","LG+I{0.0094}+R4{0.1062,0.1323,0.3987,0.5465,0.3084,1.1458,0.1772,2.3398}"
PF05957,LG+F+I+G4,0.0000,4.8908,,LG+F+I{0.0000}+G4{4.8908}
PF05973,LG+I+G4,0.0219,2.0404,,LG+I{0.0219}+G4{2.0404}
PF05974,LG+F+I+G4,0.0000,1.9791,,LG+F+I{0.0000}+G4{1.9791}
PF06029,LG+F+I+G4,0.0000,1.7905,,LG+F+I{0.0000}+G4{1.7905}
PF06071,LG+I+G4,0.0457,1.0422,,LG+I{0.0457}+G4{1.0422}
PF06134,LG+I+G4,0.1807,1.6385,,LG+I{0.1807}+G4{1.6385}
PF06141,LG+I+G4,0.0254,1.9490,,LG+I{0.0254}+G4{1.9490}
PF06144,LG+F+I+G4,0.0041,3.4856,,LG+F+I{0.0041}+G4{3.4856}
PF06150,LG+I+G4,0.0290,2.2448,,LG+I{0.0290}+G4{2.2448}
PF06249,LG+I,0.1241,,,LG+I{0.1241}
PF06250,LG+I+G4,0.0218,1.6130,,LG+I{0.0218}+G4{1.6130}
PF06251,LG+I,0.0192,,,LG+I{0.0192}
PF06303,LG+I+G4,0.0374,0.6147,,LG+I{0.0374}+G4{0.6147}
PF06315,LG+I+G4,0.0734,1.2018,,LG+I{0.0734}+G4{1.2018}
PF06406,LG+I+G4,0.1537,2.3999,,LG+I{0.1537}+G4{2.3999}
PF06411,LG+I+G4,0.0199,4.8018,,LG+I{0.0199}+G4{4.8018}
PF06414,LG+I+G4,0.0155,2.2727,,LG+I{0.0155}+G4{2.2727}
PF06415,LG+I+R4,0.0400,,"(0.0850,0.0511) (0.2592,0.4028) (0.2515,0.8802) (0.3643,1.8386)","LG+I{0.0400}+R4{0.0850,0.0511,0.2592,0.4028,0.2515,0.8802,0.3643,1.8386}"
PF06418,LG+I+R4,0.0377,,"(0.2579,0.1067) (0.2752,0.5239) (0.2352,1.2255) (0.1940,2.7845)","LG+I{0.0377}+R4{0.2579,0.1067,0.2752,0.5239,0.2352,1.2255,0.1940,2.7845}"
PF06426,LG+F+I+G4,0.0167,1.0500,,LG+F+I{0.0167}+G4{1.0500}
PF06429,LG+F+I+G4,0.0000,1.6271,,LG+F+I{0.0000}+G4{1.6271}
PF06440,LG+I+G4,0.0508,1.2846,,LG+I{0.0508}+G4{1.2846}
PF06445,LG+I+G4,0.0000,3.3973,,LG+I{0.0000}+G4{3.3973}
PF06463,LG+I+R4,0.0227,,"(0.0843,0.0829) (0.3051,0.4514) (0.2766,0.9476) (0.3113,1.9057)","LG+I{0.0227}+R4{0.0843,0.0829,0.3051,0.4514,0.2766,0.9476,0.3113,1.9057}"
PF06506,LG+I+R4,0.0000,,"(0.1026,0.1791) (0.2749,0.5240) (0.2682,0.9990) (0.3543,1.6079)","LG+I{0.0000}+R4{0.1026,0.1791,0.2749,0.5240,0.2682,0.9990,0.3543,1.6079}"
PF06508,LG+I+G4,0.0674,1.7133,,LG+I{0.0674}+G4{1.7133}
PF06564,LG+F+I+G4,0.0334,1.6513,,LG+F+I{0.0334}+G4{1.6513}
PF06568,LG+F+I+G4,0.0250,1.5386,,LG+F+I{0.0250}+G4{1.5386}
PF06580,LG+I+R4,0.0000,,"(0.1045,0.0831) (0.1667,0.3498) (0.3607,0.7617) (0.3682,1.7879)","LG+I{0.0000}+R4{0.1045,0.0831,0.1667,0.3498,0.3607,0.7617,0.3682,1.7879}"
PF06689,LG+I+R4,0.0558,,"(0.1002,0.0579) (0.2604,0.4338) (0.2857,1.0158) (0.2978,1.9842)","LG+I{0.0558}+R4{0.1002,0.0579,0.2604,0.4338,0.2857,1.0158,0.2978,1.9842}"
PF06725,LG+I+G4,0.0700,1.7745,,LG+I{0.0700}+G4{1.7745}
PF06738,LG+F+I+R4,0.0000,,"(0.1327,0.2413) (0.2854,0.4976) (0.2681,0.9093) (0.3138,1.8551)","LG+F+I{0.0000}+R4{0.1327,0.2413,0.2854,0.4976,0.2681,0.9093,0.3138,1.8551}"
PF06744,LG+F+I+R4,0.0000,,"(0.0771,0.1877) (0.2233,0.5282) (0.2258,0.8247) (0.4739,1.4379)","LG+F+I{0.0000}+R4{0.0771,0.1877,0.2233,0.5282,0.2258,0.8247,0.4739,1.4379}"
PF06750,LG+I+R4,0.0137,,"(0.1315,0.0496) (0.1691,0.3383) (0.2870,0.8010) (0.3988,1.7716)","LG+I{0.0137}+R4{0.1315,0.0496,0.1691,0.3383,0.2870,0.8010,0.3988,1.7716}"
PF06751,LG+I+G4,0.1064,1.0118,,LG+I{0.1064}+G4{1.0118}
PF06769,LG+I+G4,0.1038,1.1691,,LG+I{0.1038}+G4{1.1691}
PF06805,LG+I+G4,0.0000,1.3260,,LG+I{0.0000}+G4{1.3260}
PF06808,LG+F+I+G4,0.0075,2.7490,,LG+F+I{0.0075}+G4{2.7490}
PF06827,LG+I+R4,0.0000,,"(0.1532,0.0119) (0.1506,0.4792) (0.2919,0.8424) (0.4043,1.6822)","LG+I{0.0000}+R4{0.1532,0.0119,0.1506,0.4792,0.2919,0.8424,0.4043,1.6822}"
PF06831,LG+I+G4,0.0249,1.5176,,LG+I{0.0249}+G4{1.5176}
PF06853,LG+F+I+G4,0.0110,1.0885,,LG+F+I{0.0110}+G4{1.0885}
PF06865,LG+I+R4,0.0215,,"(0.1763,0.1026) (0.3342,0.5514) (0.3082,1.2772) (0.1598,2.5288)","LG+I{0.0215}+R4{0.1763,0.1026,0.3342,0.5514,0.3082,1.2772,0.1598,2.5288}"
PF06877,LG+I+G4,0.0000,2.6423,,LG+I{0.0000}+G4{2.6423}
PF06890,LG+F+I+G4,0.0280,2.6987,,LG+F+I{0.0280}+G4{2.6987}
PF06891,LG+F+I+R4,0.0000,,"(0.0873,0.1920) (0.2402,0.5728) (0.3569,0.9056) (0.3156,1.6555)","LG+F+I{0.0000}+R4{0.0873,0.1920,0.2402,0.5728,0.3569,0.9056,0.3156,1.6555}"
PF06894,LG+I+G4,0.0245,1.6396,,LG+I{0.0245}+G4{1.6396}
PF06902,LG+I+G4,0.1018,2.5840,,LG+I{0.1018}+G4{2.5840}
PF06924,LG+I+G4,0.0239,1.5159,,LG+I{0.0239}+G4{1.5159}
PF06940,LG+I+G4,0.0687,1.0897,,LG+I{0.0687}+G4{1.0897}
PF06968,LG+I+R4,0.0000,,"(0.0784,0.0764) (0.2645,0.3703) (0.2516,0.7954) (0.4056,1.7160)","LG+I{0.0000}+R4{0.0784,0.0764,0.2645,0.3703,0.2516,0.7954,0.4056,1.7160}"
PF06969,LG+I+G4,0.0000,2.2919,,LG+I{0.0000}+G4{2.2919}
PF07005,LG+F+I+R4,0.0182,,"(0.1242,0.1272) (0.2601,0.3985) (0.2781,0.9045) (0.3194,1.9692)","LG+F+I{0.0182}+R4{0.1242,0.1272,0.2601,0.3985,0.2781,0.9045,0.3194,1.9692}"
PF07007,LG+F+I+R4,0.0000,,"(0.1320,0.1753) (0.1103,0.4858) (0.3448,0.9169) (0.4130,1.4701)","LG+F+I{0.0000}+R4{0.1320,0.1753,0.1103,0.4858,0.3448,0.9169,0.4130,1.4701}"
PF07022,LG+I+G4,0.0079,4.1154,,LG+I{0.0079}+G4{4.1154}
PF07063,LG+F+I+R4,0.0233,,"(0.2146,0.0686) (0.2584,0.3787) (0.1713,1.0277) (0.3324,2.1402)","LG+F+I{0.0233}+R4{0.2146,0.0686,0.2584,0.3787,0.1713,1.0277,0.3324,2.1402}"
PF07085,LG+I+G4,0.0000,2.2198,,LG+I{0.0000}+G4{2.2198}
PF07126,LG+I+G4,0.0000,0.8858,,LG+I{0.0000}+G4{0.8858}
PF07179,LG+F+I+R4,0.0000,,"(0.0547,0.1730) (0.2006,0.4742) (0.4630,0.9066) (0.2817,1.6887)","LG+F+I{0.0000}+R4{0.0547,0.1730,0.2006,0.4742,0.4630,0.9066,0.2817,1.6887}"
PF07237,LG+I+G4,0.0150,1.4258,,LG+I{0.0150}+G4{1.4258}
PF07238,LG+I+R4,0.0000,,"(0.0252,0.0318) (0.0500,0.2229) (0.2539,0.5876) (0.6709,1.2503)","LG+I{0.0000}+R4{0.0252,0.0318,0.0500,0.2229,0.2539,0.5876,0.6709,1.2503}"
PF07244,LG+F+I+R4,0.0000,,"(0.1194,0.2909) (0.1598,0.5842) (0.2415,0.9260) (0.4794,1.3525)","LG+F+I{0.0000}+R4{0.1194,0.2909,0.1598,0.5842,0.2415,0.9260,0.4794,1.3525}"
PF07282,LG+I+R4,0.0000,,"(0.1197,0.0988) (0.1976,0.4143) (0.3313,1.0226) (0.3514,1.6151)","LG+I{0.0000}+R4{0.1197,0.0988,0.1976,0.4143,0.3313,1.0226,0.3514,1.6151}"
PF07290,LG+I+G4,0.0068,0.9738,,LG+I{0.0068}+G4{0.9738}
PF07308,LG+I+G4,0.0122,1.1178,,LG+I{0.0122}+G4{1.1178}
PF07317,LG+I+R3,0.0039,,"(0.0970,0.1891) (0.3041,0.6145) (0.5951,1.3357)","LG+I{0.0039}+R3{0.0970,0.1891,0.3041,0.6145,0.5951,1.3357}"
PF07332,LG+F+I+R4,0.0000,,"(0.0904,0.2398) (0.2558,0.5920) (0.3480,1.0029) (0.3058,1.5626)","LG+F+I{0.0000}+R4{0.0904,0.2398,0.2558,0.5920,0.3480,1.0029,0.3058,1.5626}"
PF07338,LG+I+R3,0.0000,,"(0.0654,0.0790) (0.3693,0.6420) (0.5653,1.3404)","LG+I{0.0000}+R3{0.0654,0.0790,0.3693,0.6420,0.5653,1.3404}"
PF07411,LG+I+G4,0.0000,1.3845,,LG+I{0.0000}+G4{1.3845}
PF07417,LG+I+G4,0.1400,1.6783,,LG+I{0.1400}+G4{1.6783}
PF07479,LG+I+R4,0.0000,,"(0.0977,0.0588) (0.2207,0.3546) (0.3522,0.8052) (0.3294,1.9201)","LG+I{0.0000}+R4{0.0977,0.0588,0.2207,0.3546,0.3522,0.8052,0.3294,1.9201}"
PF07484,LG+I+R4,0.0067,,"(0.2167,0.3246) (0.4078,0.8769) (0.3321,1.4155) (0.0366,2.7825)","LG+I{0.0067}+R4{0.2167,0.3246,0.4078,0.8769,0.3321,1.4155,0.0366,2.7825}"
PF07497,LG+I+G4,0.0098,1.3180,,LG+I{0.0098}+G4{1.3180}
PF07498,LG+I+G4,0.0000,1.5413,,LG+I{0.0000}+G4{1.5413}
PF07499,LG+F+I+G4,0.0587,1.6247,,LG+F+I{0.0587}+G4{1.6247}
PF07503,LG+I+G4,0.0564,0.9561,,LG+I{0.0564}+G4{0.9561}
PF07517,LG+I+R4,0.0246,,"(0.0945,0.0718) (0.1686,0.2740) (0.2736,0.7105) (0.4386,1.7158)","LG+I{0.0246}+R4{0.0945,0.0718,0.1686,0.2740,0.2736,0.7105,0.4386,1.7158}"
PF07559,LG+F+I+R4,0.0122,,"(0.0809,0.2177) (0.1663,0.4923) (0.3880,0.9213) (0.3526,1.5404)","LG+F+I{0.0122}+R4{0.0809,0.2177,0.1663,0.4923,0.3880,0.9213,0.3526,1.5404}"
PF07650,LG+I+G4,0.0093,2.8473,,LG+I{0.0093}+G4{2.8473}
PF07655,LG+F+I+G4,0.0088,2.0696,,LG+F+I{0.0088}+G4{2.0696}
PF07670,LG+F+I+R4,0.0000,,"(0.1539,0.2975) (0.3063,0.5089) (0.2574,0.9246) (0.2825,1.9838)","LG+F+I{0.0000}+R4{0.1539,0.2975,0.3063,0.5089,0.2574,0.9246,0.2825,1.9838}"
PF07683,LG+F+I+R4,0.0000,,"(0.0430,0.0564) (0.1995,0.4336) (0.3210,0.8671) (0.4366,1.4494)","LG+F+I{0.0000}+R4{0.0430,0.0564,0.1995,0.4336,0.3210,0.8671,0.4366,1.4494}"
PF07687,LG+I+R4,0.0000,,"(0.0747,0.1431) (0.1705,0.3843) (0.3890,0.8707) (0.3658,1.5995)","LG+I{0.0000}+R4{0.0747,0.1431,0.1705,0.3843,0.3890,0.8707,0.3658,1.5995}"
PF07693,LG+I+R3,0.0062,,"(0.0745,0.1328) (0.3366,0.4727) (0.5828,1.4259)","LG+I{0.0062}+R3{0.0745,0.1328,0.3366,0.4727,0.5828,1.4259}"
PF07694,LG+F+I+G4,0.0000,1.4898,,LG+F+I{0.0000}+G4{1.4898}
PF07702,LG+F+I+R4,0.0000,,"(0.0548,0.1997) (0.3339,0.5039) (0.3272,1.0283) (0.2842,1.7047)","LG+F+I{0.0000}+R4{0.0548,0.1997,0.3339,0.5039,0.3272,1.0283,0.2842,1.7047}"
PF07703,LG+F+I+R4,0.0000,,"(0.0719,0.2389) (0.2122,0.4813) (0.3766,0.9048) (0.3393,1.5913)","LG+F+I{0.0000}+R4{0.0719,0.2389,0.2122,0.4813,0.3766,0.9048,0.3393,1.5913}"
PF07715,LG+F+I+R4,0.0000,,"(0.0451,0.1426) (0.1250,0.4292) (0.2692,0.7497) (0.5607,1.3164)","LG+F+I{0.0000}+R4{0.0451,0.1426,0.1250,0.4292,0.2692,0.7497,0.5607,1.3164}"
PF07717,LG+I+G4,0.0000,3.0752,,LG+I{0.0000}+G4{3.0752}
PF07722,LG+I+G4,0.0341,1.1522,,LG+I{0.0341}+G4{1.1522}
PF07724,LG+I+R4,0.0069,,"(0.1010,0.0806) (0.3049,0.3474) (0.3717,0.8253) (0.2156,2.6868)","LG+I{0.0069}+R4{0.1010,0.0806,0.3049,0.3474,0.3717,0.8253,0.2156,2.6868}"
PF07728,LG+I+G4,0.0104,2.8005,,LG+I{0.0104}+G4{2.8005}
