pfam_id,model,I,alpha,rates,alisim_model
PF01556,LG+I+R4,0.0038,,"(0.0698,0.1619) (0.2759,0.5273) (0.3581,0.9992) (0.2925,1.6596)","LG+I{0.0038}+R4{0.0698,0.1619,0.2759,0.5273,0.3581,0.9992,0.2925,1.6596}"
PF01557,LG+F+I+R4,0.0010,,"(0.0785,0.1348) (0.2204,0.3870) (0.3333,0.8300) (0.3669,1.7103)","LG+F+I{0.0010}+R4{0.0785,0.1348,0.2204,0.3870,0.3333,0.8300,0.3669,1.7103}"
PF01558,LG+I+G4,0.0000,2.0973,,LG+I{0.0000}+G4{2.0973}
PF01564,LG+I+G4,0.0036,1.5369,,LG+I{0.0036}+G4{1.5369}
PF01565,LG+I+R4,0.0000,,"(0.0988,0.2537) (0.3669,0.6136) (0.2782,1.1158) (0.2560,1.7160)","LG+I{0.0000}+R4{0.0988,0.2537,0.3669,0.6136,0.2782,1.1158,0.2560,1.7160}"
PF01568,LG+I+G4,0.0000,2.1564,,LG+I{0.0000}+G4{2.1564}
PF01571,LG+F+I+R4,0.0092,,"(0.1055,0.1621) (0.3608,0.5448) (0.2468,1.0571) (0.2777,1.8920)","LG+F+I{0.0092}+R4{0.1055,0.1621,0.3608,0.5448,0.2468,1.0571,0.2777,1.8920}"
PF01575,LG+I+G4,0.0142,1.6756,,LG+I{0.0142}+G4{1.6756}
PF01584,LG+I+G4,0.0000,2.5035,,LG+I{0.0000}+G4{2.5035}
PF01588,LG+I+G4,0.0098,1.6792,,LG+I{0.0098}+G4{1.6792}
PF01590,LG+F+I+R4,0.0000,,"(0.0994,0.3078) (0.1588,0.5083) (0.3674,0.8690) (0.3744,1.5208)","LG+F+I{0.0000}+R4{0.0994,0.3078,0.1588,0.5083,0.3674,0.8690,0.3744,1.5208}"
PF01593,LG+F+I+R4,0.0014,,"(0.0526,0.1769) (0.1475,0.4530) (0.3985,0.8638) (0.3999,1.4493)","LG+F+I{0.0014}+R4{0.0526,0.1769,0.1475,0.4530,0.3985,0.8638,0.3999,1.4493}"
PF01595,LG+F+I+R4,0.0000,,"(0.0763,0.2013) (0.2266,0.4548) (0.3310,0.8638) (0.3660,1.6272)","LG+F+I{0.0000}+R4{0.0763,0.2013,0.2266,0.4548,0.3310,0.8638,0.3660,1.6272}"
PF01596,LG+I,0.1472,,,LG+I{0.1472}
PF01597,LG+I+G4,0.0455,4.0338,,LG+I{0.0455}+G4{4.0338}
PF01609,LG+F+I+R4,0.0021,,"(0.0100,0.0175) (0.0706,0.2518) (0.4135,0.6262) (0.5039,1.4351)","LG+F+I{0.0021}+R4{0.0100,0.0175,0.0706,0.2518,0.4135,0.6262,0.5039,1.4351}"
PF01613,LG+F+I+R4,0.0000,,"(0.0474,0.1956) (0.2349,0.4149) (0.2539,0.7859) (0.4639,1.4956)","LG+F+I{0.0000}+R4{0.0474,0.1956,0.2349,0.4149,0.2539,0.7859,0.4639,1.4956}"
PF01614,LG+I+G4,0.0111,2.2762,,LG+I{0.0111}+G4{2.2762}
PF01624,LG+I+G4,0.0000,1.5477,,LG+I{0.0000}+G4{1.5477}
PF01625,LG+I+R4,0.0161,,"(0.2233,0.1464) (0.2298,0.5179) (0.2771,1.0960) (0.2538,2.1464)","LG+I{0.0161}+R4{0.2233,0.1464,0.2298,0.5179,0.2771,1.0960,0.2538,2.1464}"
PF01637,JTT+F+I+G4,0.0172,1.9949,,JTT+F+I{0.0172}+G4{1.9949}
PF01638,LG+I+G4,0.0457,1.9184,,LG+I{0.0457}+G4{1.9184}
PF01641,LG+I+R4,0.0161,,"(0.2178,0.0590) (0.2409,0.3625) (0.2944,1.1605) (0.2307,2.4188)","LG+I{0.0161}+R4{0.2178,0.0590,0.2409,0.3625,0.2944,1.1605,0.2307,2.4188}"
PF01645,LG+I+G4,0.0479,1.5381,,LG+I{0.0479}+G4{1.5381}
PF01653,LG+I+G4,0.1152,1.5068,,LG+I{0.1152}+G4{1.5068}
PF01656,LG+I+R4,0.0031,,"(0.0382,0.1133) (0.2329,0.4053) (0.3909,0.8638) (0.3349,1.6831)","LG+I{0.0031}+R4{0.0382,0.1133,0.2329,0.4053,0.3909,0.8638,0.3349,1.6831}"
PF01661,LG+I+G4,0.0000,1.3105,,LG+I{0.0000}+G4{1.3105}
PF01678,LG+I+G4,0.0000,1.2147,,LG+I{0.0000}+G4{1.2147}
PF01680,LG+I+G4,0.0955,0.8114,,LG+I{0.0955}+G4{0.8114}
PF01694,LG+F+I+R4,0.0000,,"(0.0582,0.0592) (0.1971,0.3337) (0.3400,0.7900) (0.4047,1.6361)","LG+F+I{0.0000}+R4{0.0582,0.0592,0.1971,0.3337,0.3400,0.7900,0.4047,1.6361}"
PF01702,LG+I+R4,0.0032,,"(0.1939,0.1499) (0.2633,0.4809) (0.2045,1.0096) (0.3351,1.9033)","LG+I{0.0032}+R4{0.1939,0.1499,0.2633,0.4809,0.2045,1.0096,0.3351,1.9033}"
PF01717,LG+I+G4,0.0015,0.7251,,LG+I{0.0015}+G4{0.7251}
PF01725,LG+I+R4,0.0022,,"(0.1069,0.0887) (0.1797,0.3997) (0.2187,0.8474) (0.4925,1.4890)","LG+I{0.0022}+R4{0.1069,0.0887,0.1797,0.3997,0.2187,0.8474,0.4925,1.4890}"
PF01729,LG+I+G4,0.0264,1.4826,,LG+I{0.0264}+G4{1.4826}
PF01738,LG+I+G4,0.0250,2.2877,,LG+I{0.0250}+G4{2.2877}
PF01739,LG+I+G4,0.0053,1.1540,,LG+I{0.0053}+G4{1.1540}
PF01775,LG+I+G4,0.0000,1.5527,,LG+I{0.0000}+G4{1.5527}
PF01791,LG+I+G4,0.0147,2.5620,,LG+I{0.0147}+G4{2.5620}
PF01796,LG+F+I+G4,0.0000,2.1879,,LG+F+I{0.0000}+G4{2.1879}
PF01799,LG+I+R4,0.0000,,"(0.1865,0.0928) (0.2903,0.4346) (0.1785,1.0269) (0.3447,1.9533)","LG+I{0.0000}+R4{0.1865,0.0928,0.2903,0.4346,0.1785,1.0269,0.3447,1.9533}"
PF01817,LG+F+I+R4,0.0000,,"(0.0457,0.0678) (0.1107,0.2865) (0.2016,0.6244) (0.6419,1.3075)","LG+F+I{0.0000}+R4{0.0457,0.0678,0.1107,0.2865,0.2016,0.6244,0.6419,1.3075}"
PF01841,LG+I+R4,0.0000,,"(0.0638,0.1244) (0.1758,0.3400) (0.3475,0.7742) (0.4129,1.6063)","LG+I{0.0000}+R4{0.0638,0.1244,0.1758,0.3400,0.3475,0.7742,0.4129,1.6063}"
PF01842,LG+I+G4,0.0000,2.3460,,LG+I{0.0000}+G4{2.3460}
PF01850,LG+F+I+R4,0.0000,,"(0.0533,0.0931) (0.1661,0.3772) (0.3496,0.8199) (0.4310,1.4982)","LG+F+I{0.0000}+R4{0.0533,0.0931,0.1661,0.3772,0.3496,0.8199,0.4310,1.4982}"
PF01872,LG+I+G4,0.0079,2.5569,,LG+I{0.0079}+G4{2.5569}
PF01876,LG+I+G4,0.0000,2.1400,,LG+I{0.0000}+G4{2.1400}
PF01878,LG+I+G4,0.0000,1.6375,,LG+I{0.0000}+G4{1.6375}
PF01881,LG+F+I+R4,0.0049,,"(0.0782,0.1396) (0.2652,0.4198) (0.3255,0.9393) (0.3262,1.7534)","LG+F+I{0.0049}+R4{0.0782,0.1396,0.2652,0.4198,0.3255,0.9393,0.3262,1.7534}"
PF01882,LG+F+I+G4,0.0273,1.6407,,LG+F+I{0.0273}+G4{1.6407}
PF01883,LG+I+G4,0.0000,2.8036,,LG+I{0.0000}+G4{2.8036}
PF01884,LG+I+G4,0.0135,1.8511,,LG+I{0.0135}+G4{1.8511}
PF01887,LG+I+R4,0.0047,,"(0.1302,0.1463) (0.2414,0.3840) (0.2375,0.8616) (0.3862,1.7702)","LG+I{0.0047}+R4{0.1302,0.1463,0.2414,0.3840,0.2375,0.8616,0.3862,1.7702}"
PF01890,LG+I+R4,0.0089,,"(0.0978,0.1411) (0.1900,0.4548) (0.3337,0.8751) (0.3696,1.6446)","LG+I{0.0089}+R4{0.0978,0.1411,0.1900,0.4548,0.3337,0.8751,0.3696,1.6446}"
PF01893,LG+I+G4,0.0616,1.4436,,LG+I{0.0616}+G4{1.4436}
PF01895,LG+I+R4,0.0000,,"(0.1462,0.2949) (0.2673,0.6056) (0.3220,1.0967) (0.2645,1.6707)","LG+I{0.0000}+R4{0.1462,0.2949,0.2673,0.6056,0.3220,1.0967,0.2645,1.6707}"
PF01902,LG+I,0.1363,,,LG+I{0.1363}
PF01903,LG+I+G4,0.0000,1.2952,,LG+I{0.0000}+G4{1.2952}
PF01909,LG+I+R4,0.0128,,"(0.0251,0.0293) (0.0991,0.2442) (0.2943,0.7177) (0.5686,1.3433)","LG+I{0.0128}+R4{0.0251,0.0293,0.0991,0.2442,0.2943,0.7177,0.5686,1.3433}"
PF01910,LG+I+G4,0.0099,1.8422,,LG+I{0.0099}+G4{1.8422}
PF01915,LG+F+I+R4,0.0013,,"(0.0504,0.0717) (0.1436,0.2347) (0.3227,0.5792) (0.4821,1.6092)","LG+F+I{0.0013}+R4{0.0504,0.0717,0.1436,0.2347,0.3227,0.5792,0.4821,1.6092}"
PF01916,LG+I+G4,0.0070,1.0075,,LG+I{0.0070}+G4{1.0075}
PF01923,LG+I+R4,0.0064,,"(0.0916,0.0478) (0.2490,0.3136) (0.2233,0.7809) (0.4296,1.7299)","LG+I{0.0064}+R4{0.0916,0.0478,0.2490,0.3136,0.2233,0.7809,0.4296,1.7299}"
PF01927,LG+I+G4,0.0341,1.3824,,LG+I{0.0341}+G4{1.3824}
PF01928,LG+I+R4,0.0047,,"(0.0707,0.1064) (0.0970,0.3354) (0.3307,0.7077) (0.4968,1.4611)","LG+I{0.0047}+R4{0.0707,0.1064,0.0970,0.3354,0.3307,0.7077,0.4968,1.4611}"
PF01931,LG+I+R4,0.0328,,"(0.0938,0.1300) (0.2164,0.3824) (0.2700,0.8829) (0.3870,1.7226)","LG+I{0.0328}+R4{0.0938,0.1300,0.2164,0.3824,0.2700,0.8829,0.3870,1.7226}"
PF01935,LG+I+R4,0.0111,,"(0.0310,0.0655) (0.2183,0.3675) (0.4583,0.9297) (0.2812,1.7482)","LG+I{0.0111}+R4{0.0310,0.0655,0.2183,0.3675,0.4583,0.9297,0.2812,1.7482}"
PF01936,LG+I+R4,0.0000,,"(0.0689,0.1881) (0.3069,0.5130) (0.2857,0.9813) (0.3386,1.6224)","LG+I{0.0000}+R4{0.0689,0.1881,0.3069,0.5130,0.2857,0.9813,0.3386,1.6224}"
PF01938,LG+I+G4,0.0000,3.3703,,LG+I{0.0000}+G4{3.3703}
PF01939,LG+I,0.0697,,,LG+I{0.0697}
PF01948,LG+I+G4,0.0511,1.1914,,LG+I{0.0511}+G4{1.1914}
PF01951,LG+I+R4,0.0151,,"(0.0314,0.0808) (0.1801,0.2773) (0.3432,0.6283) (0.4301,1.7015)","LG+I{0.0151}+R4{0.0314,0.0808,0.1801,0.2773,0.3432,0.6283,0.4301,1.7015}"
PF01964,LG+I+R4,0.0563,,"(0.1917,0.1232) (0.2336,0.4703) (0.2279,1.0900) (0.2906,2.1269)","LG+I{0.0563}+R4{0.1917,0.1232,0.2336,0.4703,0.2279,1.0900,0.2906,2.1269}"
PF01965,LG+I+G4,0.0034,2.4089,,LG+I{0.0034}+G4{2.4089}
PF01967,LG+I+R4,0.0256,,"(0.1273,0.0315) (0.2369,0.2569) (0.1814,0.7577) (0.4288,1.8601)","LG+I{0.0256}+R4{0.1273,0.0315,0.2369,0.2569,0.1814,0.7577,0.4288,1.8601}"
PF01974,LG+I+G4,0.0000,2.1483,,LG+I{0.0000}+G4{2.1483}
PF01975,LG+I+R4,0.0134,,"(0.0766,0.0617) (0.1555,0.2748) (0.2953,0.6971) (0.4592,1.6262)","LG+I{0.0134}+R4{0.0766,0.0617,0.1555,0.2748,0.2953,0.6971,0.4592,1.6262}"
PF01978,LG+I+G4,0.0000,1.9993,,LG+I{0.0000}+G4{1.9993}
PF01979,LG+I+R4,0.0000,,"(0.0342,0.1065) (0.2113,0.5022) (0.4607,0.8684) (0.2938,1.6687)","LG+I{0.0000}+R4{0.0342,0.1065,0.2113,0.5022,0.4607,0.8684,0.2938,1.6687}"
PF01982,LG+F+I+G4,0.0440,1.5932,,LG+F+I{0.0440}+G4{1.5932}
PF01985,LG+I+G4,0.0000,2.5010,,LG+I{0.0000}+G4{2.5010}
PF02002,LG+I,0.0000,,,LG+I{0.0000}
PF02016,LG+I+R4,0.0099,,"(0.0329,0.0379) (0.1890,0.3658) (0.3193,0.6873) (0.4488,1.5821)","LG+I{0.0099}+R4{0.0329,0.0379,0.1890,0.3658,0.3193,0.6873,0.4488,1.5821}"
PF02018,LG+F+I+R3,0.0000,,"(0.0641,0.2422) (0.4431,0.7377) (0.4928,1.3344)","LG+F+I{0.0000}+R3{0.0641,0.2422,0.4431,0.7377,0.4928,1.3344}"
PF02080,LG+I+G4,0.0000,3.1402,,LG+I{0.0000}+G4{3.1402}
PF02082,LG+I+G4,0.0066,1.6034,,LG+I{0.0066}+G4{1.6034}
PF02110,LG+I+G4,0.0885,1.8261,,LG+I{0.0885}+G4{1.8261}
PF02142,LG+I+G4,0.0081,1.3407,,LG+I{0.0081}+G4{1.3407}
PF02150,LG+I+R2,0.1134,,"(0.1687,0.2574) (0.7180,1.3323)","LG+I{0.1134}+R2{0.1687,0.2574,0.7180,1.3323}"
PF02153,LG+I+G4,0.0186,2.5097,,LG+I{0.0186}+G4{2.5097}
PF02222,LG+I+G4,0.0497,1.2771,,LG+I{0.0497}+G4{1.2771}
PF02223,LG+I+G4,0.0121,1.9386,,LG+I{0.0121}+G4{1.9386}
PF02225,LG+I+R4,0.0000,,"(0.0808,0.1978) (0.2045,0.4736) (0.3162,0.9515) (0.3985,1.4712)","LG+I{0.0000}+R4{0.0808,0.1978,0.2045,0.4736,0.3162,0.9515,0.3985,1.4712}"
PF02230,LG+I+G4,0.0128,1.6443,,LG+I{0.0128}+G4{1.6443}
PF02237,LG+I+G4,0.0000,1.6995,,LG+I{0.0000}+G4{1.6995}
PF02254,LG+I+R4,0.0000,,"(0.1705,0.3509) (0.3174,0.6413) (0.1938,0.9751) (0.3183,1.7206)","LG+I{0.0000}+R4{0.1705,0.3509,0.3174,0.6413,0.1938,0.9751,0.3183,1.7206}"
PF02272,LG+I+G4,0.0069,2.4352,,LG+I{0.0069}+G4{2.4352}
PF02289,LG+I+G4,0.0187,1.3776,,LG+I{0.0187}+G4{1.3776}
PF02302,LG+I+R4,0.0000,,"(0.0497,0.1037) (0.2119,0.4281) (0.3718,0.8551) (0.3667,1.5988)","LG+I{0.0000}+R4{0.0497,0.1037,0.2119,0.4281,0.3718,0.8551,0.3667,1.5988}"
PF02310,LG+I+R4,0.0000,,"(0.0417,0.1657) (0.3118,0.5402) (0.3662,0.9549) (0.2803,1.6945)","LG+I{0.0000}+R4{0.0417,0.1657,0.3118,0.5402,0.3662,0.9549,0.2803,1.6945}"
PF02311,LG+F+I+R4,0.0059,,"(0.0369,0.1987) (0.2134,0.4883) (0.3780,0.8451) (0.3658,1.5556)","LG+F+I{0.0059}+R4{0.0369,0.1987,0.2134,0.4883,0.3780,0.8451,0.3658,1.5556}"
PF02347,LG+I+G4,0.0653,1.2953,,LG+I{0.0653}+G4{1.2953}
PF02355,LG+F+I+G4,0.0057,1.5017,,LG+F+I{0.0057}+G4{1.5017}
PF02359,LG+I+R4,0.0000,,"(0.0572,0.1600) (0.3422,0.4823) (0.3771,1.0388) (0.2236,1.9417)","LG+I{0.0000}+R4{0.0572,0.1600,0.3422,0.4823,0.3771,1.0388,0.2236,1.9417}"
PF02369,LG+I+R4,0.0073,,"(0.1467,0.2971) (0.3909,0.8071) (0.3935,1.2773) (0.0617,2.2424)","LG+I{0.0073}+R4{0.1467,0.2971,0.3909,0.8071,0.3935,1.2773,0.0617,2.2424}"
PF02374,LG+I+G4,0.0488,1.8819,,LG+I{0.0488}+G4{1.8819}
PF02403,LG+F+I+R4,0.0000,,"(0.0406,0.0603) (0.2012,0.3398) (0.3313,0.8263) (0.4268,1.5356)","LG+F+I{0.0000}+R4{0.0406,0.0603,0.2012,0.3398,0.3313,0.8263,0.4268,1.5356}"
PF02441,LG+I+G4,0.0000,1.6066,,LG+I{0.0000}+G4{1.6066}
PF02446,LG+F+I+R4,0.0097,,"(0.0820,0.0854) (0.2106,0.3552) (0.2712,0.8122) (0.4265,1.6364)","LG+F+I{0.0097}+R4{0.0820,0.0854,0.2106,0.3552,0.2712,0.8122,0.4265,1.6364}"
PF02449,LG+I+G4,0.0040,1.3632,,LG+I{0.0040}+G4{1.3632}
PF02463,LG+F+I+R4,0.0081,,"(0.0468,0.0346) (0.1505,0.1294) (0.2569,0.3726) (0.5376,1.6427)","LG+F+I{0.0081}+R4{0.0468,0.0346,0.1505,0.1294,0.2569,0.3726,0.5376,1.6427}"
PF02475,LG+I+G4,0.0789,2.5428,,LG+I{0.0789}+G4{2.5428}
PF02492,LG+I+R4,0.0113,,"(0.0749,0.0562) (0.1464,0.3005) (0.3359,0.6189) (0.4314,1.7244)","LG+I{0.0113}+R4{0.0749,0.0562,0.1464,0.3005,0.3359,0.6189,0.4314,1.7244}"
PF02503,LG+I+R4,0.0000,,"(0.1666,0.1868) (0.3511,0.5079) (0.1739,1.0320) (0.3083,1.9817)","LG+I{0.0000}+R4{0.1666,0.1868,0.3511,0.5079,0.1739,1.0320,0.3083,1.9817}"
PF02516,LG+F+I+G4,0.0000,1.9770,,LG+F+I{0.0000}+G4{1.9770}
PF02518,LG+I+R4,0.0000,,"(0.0867,0.2004) (0.2084,0.4736) (0.3091,0.8378) (0.3958,1.5790)","LG+I{0.0000}+R4{0.0867,0.2004,0.2084,0.4736,0.3091,0.8378,0.3958,1.5790}"
PF02522,LG+F+I+R4,0.0077,,"(0.0498,0.0708) (0.1793,0.3630) (0.3386,0.7413) (0.4246,1.6023)","LG+F+I{0.0077}+R4{0.0498,0.0708,0.1793,0.3630,0.3386,0.7413,0.4246,1.6023}"
PF02540,LG+I+G4,0.0621,1.5999,,LG+I{0.0621}+G4{1.5999}
PF02554,LG+F+I+R4,0.0115,,"(0.1786,0.1071) (0.3462,0.4604) (0.3253,1.1350) (0.1384,3.2677)","LG+F+I{0.0115}+R4{0.1786,0.1071,0.3462,0.4604,0.3253,1.1350,0.1384,3.2677}"
PF02558,LG+I+R4,0.0021,,"(0.0397,0.0576) (0.2794,0.3846) (0.3013,0.8271) (0.3776,1.6979)","LG+I{0.0021}+R4{0.0397,0.0576,0.2794,0.3846,0.3013,0.8271,0.3776,1.6979}"
PF02572,LG+I+R4,0.0119,,"(0.1427,0.1017) (0.2214,0.4425) (0.3217,0.9817) (0.3023,1.8911)","LG+I{0.0119}+R4{0.1427,0.1017,0.2214,0.4425,0.3217,0.9817,0.3023,1.8911}"
PF02577,LG+I+R4,0.0000,,"(0.1690,0.1165) (0.1874,0.4517) (0.3396,0.9875) (0.3041,1.8429)","LG+I{0.0000}+R4{0.1690,0.1165,0.1874,0.4517,0.3396,0.9875,0.3041,1.8429}"
PF02581,LG+I+R4,0.0000,,"(0.1130,0.1301) (0.2907,0.4234) (0.2466,0.9905) (0.3498,1.7669)","LG+I{0.0000}+R4{0.1130,0.1301,0.2907,0.4234,0.2466,0.9905,0.3498,1.7669}"
PF02589,LG+I+G4,0.0018,2.3157,,LG+I{0.0018}+G4{2.3157}
PF02597,LG+I+R4,0.0105,,"(0.0974,0.1674) (0.2179,0.4203) (0.2716,0.9465) (0.4025,1.5775)","LG+I{0.0105}+R4{0.0974,0.1674,0.2179,0.4203,0.2716,0.9465,0.4025,1.5775}"
PF02625,LG+I+R4,0.0000,,"(0.1257,0.1763) (0.2604,0.3971) (0.2173,0.9277) (0.3966,1.6966)","LG+I{0.0000}+R4{0.1257,0.1763,0.2604,0.3971,0.2173,0.9277,0.3966,1.6966}"
PF02629,LG+I+G4,0.0093,2.4997,,LG+I{0.0093}+G4{2.4997}
PF02635,LG+I+G4,0.0000,3.9029,,LG+I{0.0000}+G4{3.9029}
PF02637,LG+F+I+R4,0.0000,,"(0.0515,0.1715) (0.3221,0.4918) (0.3457,1.0327) (0.2807,1.6950)","LG+F+I{0.0000}+R4{0.0515,0.1715,0.3221,0.4918,0.3457,1.0327,0.2807,1.6950}"
PF02687,LG+F+I+G4,0.0068,4.3054,,LG+F+I{0.0068}+G4{4.3054}
PF02729,LG+I+R4,0.0000,,"(0.1077,0.0434) (0.1579,0.3093) (0.4199,0.7487) (0.3145,2.0096)","LG+I{0.0000}+R4{0.1077,0.0434,0.1579,0.3093,0.4199,0.7487,0.3145,2.0096}"
PF02730,LG+I+R4,0.0000,,"(0.1176,0.1507) (0.2693,0.5287) (0.3048,0.9772) (0.3083,1.7583)","LG+I{0.0000}+R4{0.1176,0.1507,0.2693,0.5287,0.3048,0.9772,0.3083,1.7583}"
PF02732,LG+I+R4,0.0000,,"(0.0657,0.2207) (0.1488,0.4466) (0.3901,0.8395) (0.3955,1.4958)","LG+I{0.0000}+R4{0.0657,0.2207,0.1488,0.4466,0.3901,0.8395,0.3955,1.4958}"
PF02737,LG+I+R4,0.0263,,"(0.0667,0.0785) (0.1459,0.3160) (0.3807,0.8283) (0.3805,1.6647)","LG+I{0.0263}+R4{0.0667,0.0785,0.1459,0.3160,0.3807,0.8283,0.3805,1.6647}"
PF02738,LG+F+I+R4,0.0079,,"(0.1014,0.1376) (0.2664,0.5526) (0.3913,1.0401) (0.2330,1.8534)","LG+F+I{0.0079}+R4{0.1014,0.1376,0.2664,0.5526,0.3913,1.0401,0.2330,1.8534}"
PF02742,LG+I+R4,0.0000,,"(0.1519,0.1477) (0.3473,0.4555) (0.2753,1.1367) (0.2255,2.2456)","LG+I{0.0000}+R4{0.1519,0.1477,0.3473,0.4555,0.2753,1.1367,0.2255,2.2456}"
PF02743,LG+F+I+G4,0.0000,3.1453,,LG+F+I{0.0000}+G4{3.1453}
PF02746,LG+I+G4,0.0473,4.2936,,LG+I{0.0473}+G4{4.2936}
PF02747,LG+I,0.0560,,,LG+I{0.0560}
PF02748,LG+I+G4,0.0909,1.4455,,LG+I{0.0909}+G4{1.4455}
PF02749,LG+I+R4,0.0000,,"(0.1118,0.0950) (0.3216,0.4904) (0.2407,1.0346) (0.3259,1.7876)","LG+I{0.0000}+R4{0.1118,0.0950,0.3216,0.4904,0.2407,1.0346,0.3259,1.7876}"
PF02754,LG+I+R4,0.0268,,"(0.0218,0.0455) (0.2541,0.4968) (0.4454,1.0159) (0.2520,1.6682)","LG+I{0.0268}+R4{0.0218,0.0455,0.2541,0.4968,0.4454,1.0159,0.2520,1.6682}"
PF02769,LG+I+R4,0.0000,,"(0.0457,0.1209) (0.2049,0.3900) (0.3452,0.7741) (0.4042,1.6016)","LG+I{0.0000}+R4{0.0457,0.1209,0.2049,0.3900,0.3452,0.7741,0.4042,1.6016}"
PF02770,LG+I+G4,0.0082,2.0455,,LG+I{0.0082}+G4{2.0455}
PF02771,LG+F+I+G4,0.0000,2.4653,,LG+F+I{0.0000}+G4{2.4653}
PF02774,LG+I+G4,0.0074,1.9701,,LG+I{0.0074}+G4{1.9701}
PF02775,LG+I+G4,0.0000,1.6057,,LG+I{0.0000}+G4{1.6057}
PF02776,LG+F+I+G4,0.0000,1.8693,,LG+F+I{0.0000}+G4{1.8693}
PF02777,LG+I+R4,0.0000,,"(0.2078,0.1226) (0.3025,0.5076) (0.2436,1.2243) (0.2462,2.1235)","LG+I{0.0000}+R4{0.2078,0.1226,0.3025,0.5076,0.2436,1.2243,0.2462,2.1235}"
PF02778,LG+I+G4,0.0463,2.2063,,LG+I{0.0463}+G4{2.2063}
PF02779,LG+F+I+R4,0.0031,,"(0.1219,0.1828) (0.4895,0.5561) (0.3090,1.3741) (0.0764,3.6766)","LG+F+I{0.0031}+R4{0.1219,0.1828,0.4895,0.5561,0.3090,1.3741,0.0764,3.6766}"
PF02780,LG+I+G4,0.0000,2.3113,,LG+I{0.0000}+G4{2.3113}
PF02782,LG+I+R4,0.0079,,"(0.0588,0.1486) (0.4831,0.4743) (0.3571,1.0668) (0.0931,4.0953)","LG+I{0.0079}+R4{0.0588,0.1486,0.4831,0.4743,0.3571,1.0668,0.0931,4.0953}"
PF02784,LG+I+G4,0.0415,2.2662,,LG+I{0.0415}+G4{2.2662}
PF02785,LG+I+G4,0.0342,1.2548,,LG+I{0.0342}+G4{1.2548}
PF02786,LG+I+G4,0.0220,1.3508,,LG+I{0.0220}+G4{1.3508}
PF02787,LG+I+R4,0.0000,,"(0.1456,0.1463) (0.2856,0.4764) (0.3106,1.0398) (0.2582,2.0129)","LG+I{0.0000}+R4{0.1456,0.1463,0.2856,0.4764,0.3106,1.0398,0.2582,2.0129}"
PF02788,LG+I+G4,0.0419,1.4686,,LG+I{0.0419}+G4{1.4686}
PF02800,LG+I+G4,0.0014,1.2430,,LG+I{0.0014}+G4{1.2430}
PF02803,LG+I+G4,0.0775,1.8048,,LG+I{0.0775}+G4{1.8048}
PF02812,LG+I+G4,0.0070,1.1608,,LG+I{0.0070}+G4{1.1608}
PF02814,LG+I+G4,0.0000,1.3428,,LG+I{0.0000}+G4{1.3428}
PF02824,LG+I+G4,0.0000,2.8135,,LG+I{0.0000}+G4{2.8135}
PF02826,LG+I+R4,0.0042,,"(0.0421,0.0554) (0.2139,0.3400) (0.3587,0.7965) (0.3811,1.6774)","LG+I{0.0042}+R4{0.0421,0.0554,0.2139,0.3400,0.3587,0.7965,0.3811,1.6774}"
PF02843,LG+I+R4,0.0070,,"(0.1308,0.0729) (0.1782,0.3170) (0.1830,0.7291) (0.5010,1.5980)","LG+I{0.0070}+R4{0.1308,0.0729,0.1782,0.3170,0.1830,0.7291,0.5010,1.5980}"
PF02844,LG+I+R4,0.0000,,"(0.1570,0.0942) (0.2481,0.4050) (0.2827,0.9839) (0.3122,1.9428)","LG+I{0.0000}+R4{0.1570,0.0942,0.2481,0.4050,0.2827,0.9839,0.3122,1.9428}"
PF02852,LG+I+G4,0.0080,2.0725,,LG+I{0.0080}+G4{2.0725}
PF02866,LG+I+G4,0.0346,2.0279,,LG+I{0.0346}+G4{2.0279}
PF02872,LG+I+G4,0.0040,2.6645,,LG+I{0.0040}+G4{2.6645}
PF02874,LG+I+G4,0.0000,2.1952,,LG+I{0.0000}+G4{2.1952}
PF02875,LG+I+R4,0.0042,,"(0.1172,0.1443) (0.2152,0.4336) (0.2014,0.7994) (0.4620,1.5776)","LG+I{0.0042}+R4{0.1172,0.1443,0.2152,0.4336,0.2014,0.7994,0.4620,1.5776}"
PF02878,LG+I+R4,0.0060,,"(0.0912,0.0957) (0.2634,0.3856) (0.2770,0.8518) (0.3625,1.8035)","LG+I{0.0060}+R4{0.0912,0.0957,0.2634,0.3856,0.2770,0.8518,0.3625,1.8035}"
PF02879,LG+I+R4,0.0000,,"(0.0395,0.0617) (0.1595,0.3382) (0.3930,0.7474) (0.4080,1.5929)","LG+I{0.0000}+R4{0.0395,0.0617,0.1595,0.3382,0.3930,0.7474,0.4080,1.5929}"
PF02880,LG+I+R4,0.0157,,"(0.1703,0.1325) (0.3033,0.5585) (0.2996,1.0809) (0.2112,2.2929)","LG+I{0.0157}+R4{0.1703,0.1325,0.3033,0.5585,0.2996,1.0809,0.2112,2.2929}"
PF02881,LG+I+R4,0.0000,,"(0.0228,0.0242) (0.2597,0.4361) (0.4847,0.9979) (0.2328,1.7291)","LG+I{0.0000}+R4{0.0228,0.0242,0.2597,0.4361,0.4847,0.9979,0.2328,1.7291}"
PF02882,LG+I+G4,0.0405,1.1279,,LG+I{0.0405}+G4{1.1279}
